"name","new_2015","nest_site","nest_area","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","site_name","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"","","410D","410","Yes",2014,2014,2014,2011,"Hersey Island","","interior","Kennebec","ME","B","","dominant","",428977.872002,4907334.94341,-69.8905851542194,44.3158026030032
"","","412B","412","Yes",2013,2013,2013,2012,"Kennebec River shoreline","","interior","Franklin","ME","D","","dominant","",404228.309685,4926554.33662,-70.2044185656934,44.4859533748415
"","","413B","413","Yes",2013,2013,2013,2013,"","","coastal","Washington","ME","C","","dominant","",655344.9238,4972599.0963,-67.0327672792168,44.8898711298622
"","","414B","414","Yes",2013,2013,2013,2009,"","","interior","Somerset","ME","D","","dominant","",445216.234327,4957465.1047,-69.6923079853137,44.7684802147502
"","","416B","416","Yes",2013,2013,2013,2006,"Town Farm Road shoreline","","interior","Kennebec","ME","B","","supercanopy","",438526.527,4931487.712,-69.7737237663814,44.5340969859272
"","","417B","417","Yes",2014,2014,2014,2004,"Butler Point vicinity","","coastal","Hancock","ME","C","","dominant","",558055.475361,4935046.46564,-68.268891646554,44.5664158672542
"","","419B","419","Yes",2013,2013,2013,2007,"Lord Island","","coastal","Washington","ME","C","","dominant","",595465.297612,4937357.29971,-67.7974340550173,44.5832279602108
"","","421A","421","Yes",2013,2013,2013,2004,"Aunt Mollie Island","","coastal","Hancock","ME","C","","dominant","",521861.75744,4921804.20876,-68.7252400037617,44.4492093310444
"","","422C","422","Yes",2013,2013,2013,2009,"Johnson Point","","coastal","Hancock","ME","C","","dominant","",521665.321,4917901.269,-68.7278718979619,44.414078149937
"Sandy","Yes","423R01","423","Yes",2015,2015,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,474824,4928309,-69.31672966,44.50766167
"","","424A","424","Yes",2013,2013,2013,2004,"Oak Island","","coastal","Sagadahoc","ME","B","","supercanopy","",442011.378077,4863527.99274,-69.7223442923642,43.9225834750754
"","","425B","425","Yes",2013,2013,2013,2003,"Pirate Islands","","coastal","Washington","ME","C","","dominant","Nest tree leader is dead above nest level.",649032.501893,4967783.12952,-67.1140772822255,44.8478894576911
"","","426A","426","Yes",2013,2013,2013,2004,"Gilbert Island","","coastal","Washington","ME","C","","dominant","Supporting limbs beneath the nest arc upward and create a partial canopy.",649446.75843,4970734.22178,-67.1079682221854,44.8743544522667
"","","427A","427","Yes",2013,2013,2013,2000,"Inner Double Head Shot Island","","coastal","Washington","ME","C","","dominant","Supporting limbs beneath the nest arc upward and create a partial canopy.",637618,4940940,-67.2656872553983,44.6086430317243
"","","428A","428","Yes",2013,2013,2013,2004,"Bar Island","","coastal","Washington","ME","C","","dominant","",620312.067,4937476.554,-67.4845119400129,44.5805773721417
"","","429E","429","Yes",2013,2013,2013,2011,"Garden Island","","coastal","Hancock","ME","C","","dominant","",543148.018883,4892382.56443,-68.4601557648976,44.1833809833779
"","","430D","430","Yes",2013,2013,2013,2011,"Eagle Island","","coastal","Hancock","ME","C","","dominant","",543204.735645,4895456.73232,-68.4591931046195,44.2110537349243
"","","431A","431","Yes",2013,2013,2011,2004,"Birch Point Road vicinity","","coastal","Lincoln","ME","B","","dominant","",446111.466916,4870678.7472,-69.6719996169073,43.9872728662948
"","","432B","432","Yes",2013,2013,2013,2008,"Stage Island","","coastal","Sagadahoc","ME","B","","dominant","",438462.158,4844244.279,-69.7643326178787,43.7486848601419
"","","433B","433","Yes",2013,2013,2013,2007,"","","interior","Somerset","ME","D","","dominant","",415787.063,4979207.754,-70.0677662685012,44.9613170685982
"Wilson","Yes","434R01","434","Yes",2015,2015,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,461047,5037798,-69.49852193,45.49262483
"","","435A","435","Yes",2013,2013,2013,2004,"","","coastal","Washington","ME","C","","dominant","",592764.32846,4935364.09007,-67.8318099830004,44.5656407782642
"","","436A","436","Yes",2013,2013,2013,2004,"Long Pond shoreline","","interior","Somerset","ME","E","","dominant","",408952.06,5054622.84,-70.1682702524673,45.6391796452214
"","","437A","437","Yes",2013,2013,2013,2004,"","","interior","Hancock","ME","C","","","",565884.251,4967431.072,-68.1661358589829,44.8572501315758
"","","439A","439","Yes",2013,2013,2009,2004,"","","interior","Piscataquis","ME","F","","","",499224.783,5063724.306,-69.0099626741644,45.7270738985607
"","","440B","440","Yes",2013,2013,2013,2013,"","","interior","Penobscot","ME","F","","dominant","",503865.7722,5058016.944,-68.9503646499571,45.675692630011
"","","441A","441","Yes",2014,2014,2014,2004,"","","interior","Piscataquis","ME","E","","","",462269.681,5111000.936,-69.4886042180014,46.1515405803602
"","","442A","442","Yes",2013,2013,2011,2004,"","","interior","Washington","ME","C","","dominant","",637238.067,4961895.011,-67.2648482672949,44.7972745937751
"","","443C","443","Yes",2014,2014,2013,2013,"","","interior","Kennebec","ME","B","","dominant","",442017.3297,4915562.7188,-69.7280072841471,44.3910286134297
"","","444A","444","Yes",2013,2013,2013,2004,"","","interior","Somerset","ME","E","","dominant","",398900.319,5052518.941,-70.2967795231231,45.6188558467667
"","","445A","445","Yes",2013,2013,2013,2004,"Bear Island","","coastal","Hancock","ME","C","","dominant","",558467.529,4903647.218,-68.2672426651948,44.2837234892728
"Musquash","No","446A","446","Yes",2015,2015,2015,2004,"","","interior","Washington","ME","F","","supercanopy","",593808,5030802,-67.800887,45.424446
"","","447A","447","Yes",2013,2013,2013,1994,"","","interior","Aroostook","ME","G","","","",544920.37138,5212786.60356,-68.4083999105515,47.0670646715594
"","","448A","448","Yes",2013,2013,2013,2004,"","","interior","Penobscot","ME","F","","","",543272.12232,5031697.25014,-68.4467416639589,45.4374587748951
"","","449A","449","Yes",2013,2013,2013,2004,"","","interior","Aroostook","ME","F","","","",553686.58,5081660.861,-68.3080782873843,45.8864201291463
"","","450A","450","Yes",2013,2013,2013,2004,"Cut Lake shoreline","","interior","Penobscot","ME","G","","","",536491.243,5125532.329,-68.5263179593271,46.2823861273764
"","","452A","452","Yes",2013,2013,2013,2004,"","","interior","Washington","ME","C","","","",597243,4956956,-67.7713238169397,44.7593857577889
"","","453B","453","Yes",2013,2013,2013,2009,"","","interior","Cumberland","ME","A","","","",360548.970304,4867555.5321,-70.7378225108368,43.9479123259706
"","","454A","454","Yes",2014,2014,2014,2004,"","","interior","Androscoggin","ME","A","","dominant","",390304.107737,4877520.52017,-70.3691973678942,44.0426440599577
"","","455A","455","Yes",2014,2014,2014,2004,"","","interior","Aroostook","ME","G","","","",580426.985149,5172331.92745,-67.9479824505323,46.6997071798636
"Phillips","No","456A","456","Yes",2015,2015,2015,2005,"Phillips Lake islet","","interior","Hancock","ME","C","","","",531940,4948416,-68.59692745,44.68840407
"","","457B","457","Yes",2014,2014,2014,2011,"Penobscot River upland","","interior","Penobscot","ME","B","","dominant","Split leader",525343.77646,4967564.09062,-68.6792153333355,44.8610413611339
"","","458A","458","Yes",2014,2014,2014,2005,"Jordan River shoreline","","coastal","Hancock","ME","C","","dominant","",550999.950765,4924844.0763,-68.3587460838259,44.4751069315682
"","","459D","459","Yes",2014,2014,2014,2009,"Stoney Island","","coastal","Sagadahoc","ME","A","","dominant","",430793.37,4867584.604,-69.8625966537703,43.9581347438794
"","","460A","460","Yes",2013,2013,2013,2005,"","","interior","Penobscot","ME","F","","dominant","",529564.81256,4998727.12282,-68.6239587644167,45.14140006429
"","","461A","461","Yes",2013,2013,2013,2005,"Millinocket Lake islet","","interior","Penobscot","ME","F","","dominant","",514902.979956,5066218.43413,-68.8083986496115,45.7493627247972
"","","462A","462","Yes",2013,2013,2013,2005,"","","interior","Penobscot","ME","F","","dominant","",521112.377,5039853.66,-68.7297108610493,45.5118961563961
"","","463A","463","Yes",2014,2014,2014,2005,"Pine Point","","interior","Penobscot","ME","F","","supercanopy","",533713.281993,4980102.02436,-68.5724461178465,44.9735587483518
"","","464B","464","Yes",2013,2013,2013,2013,"Penobscot River shoreline","","coastal","Penobscot","ME","B","","dominant","",516546.8783,4957111.0636,-68.7908999996931,44.7672000000707
"","","465B","465","Yes",2013,2013,2012,2010,"Clary Lake shoreline","","interior","Lincoln","ME","B","","dominant","",453917.425325,4896721.58755,-69.5769391097511,44.2222646524516
"","","466A","466","Yes",2013,2013,2013,2005,"Androscoggin River shoreline","","interior","Oxford","ME","D","","dominant","",395508.771618,4924845.27819,-70.3137021773707,44.4693623613206
"","","467A","467","Yes",2013,2013,2013,2005,"","","interior","Hancock","ME","F","","supercanopy","",565079.046,4997623.759,-68.1724235874567,45.1290885108422
"Upper","Yes","468R01","468","Yes",2015,2015,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,546045,5018422,-68.412534,45.317793
"","","470B","470","Yes",2013,2013,2013,2007,"Scraggy Island","","coastal","Hancock","ME","C","","dominant","",523451.192,4885862.302,-68.7068777870527,44.1255768306184
"","","471C","471","Yes",2013,2013,2013,2008,"Narrows Island","","coastal","Knox","ME","B","","dominant","",516376.894,4877468.418,-68.7955609614842,44.0501967112817
"","","472B","472","Yes",2013,2013,2013,2010,"High Island","","coastal","Knox","ME","B","","dominant","",495257.275656,4873311.49217,-69.0591681679585,44.0129375787371
"","","473A","473","Yes",2014,2014,2014,2005,"Compass Island","","coastal","Hancock","ME","C","","dominant","",510842.821756,4895653.60152,-68.864270201608,44.2140256538062
"","","475C","475","Yes",2013,2013,2013,2010,"","","coastal","Washington","ME","C","","dominant","",587455.587246,4935349.77926,-67.89865322115,44.5661761494817
"","","476A","476","Yes",2013,2013,2013,2005,"Kittery Island","","interior","Washington","ME","F","","dominant","",582464.062,5051349.796,-67.9424068640001,45.6107974034339
"","","478D","478","Yes",2013,2013,2013,2010,"Campbell Island","","coastal","Hancock","ME","C","","dominant","",530817.733006,4896899.24409,-68.6141560194606,44.2246694006705
"","","479B","479","Yes",2014,2014,2014,2013,"Potato Island","","coastal","Hancock","ME","C","","dominant","",535274.7241,4894950.315,-68.558486293006,44.2069212843024
"","","480C","480","Yes",2013,2013,2013,2008,"Cox Cove shoreline","","coastal","Knox","ME","B","","dominant","",509365.133,4887087.978,-68.8829204645574,44.1369279981808
"","","481B","481","Yes",2013,2013,2013,2013,"Dogfish Island","","coastal","Knox","ME","B","","dominant","",507025.0917,4881599.3405,-68.912247932704,44.0875382637223
"","","482A","482","Yes",2013,2013,2013,2005,"","","interior","Somerset","ME","E","","supercanopy","",398699.666399,5027201.63344,-70.2941210686634,45.3910007376449
"","","483C","483","Yes",2013,2013,2013,2012,"","","interior","Somerset","ME","D","","dominant","",388330.782738,5004669.65687,-70.4214708055575,45.1866651388803
"","","484A","484","Yes",2013,2013,2013,2005,"","","interior","Piscataquis","ME","D","","dominant","",460203.703,5127931.854,-69.5167853538792,46.3037949074326
"","","485C","485","Yes",2013,2013,2013,2010,"Parker Island","","coastal","Washington","ME","C","","dominant","",649335.000456,4968785.76365,-67.1099562772391,44.8568471485505
"","","486B","486","Yes",2013,2013,2013,2010,"","","interior","Oxford","ME","D","","dominant","",343539.970163,4995782.55766,-70.9885484079015,45.0981976788532
"","","487C","487","Yes",2013,2013,2013,2012,"","","interior","Penobscot","ME","F","","dominant","",517023.771232,5125763.68555,-68.779008083327,46.2852359444131
"","","488A","488","Yes",2013,2013,2013,2005,"Treasure Island","","interior","York","ME","A","","dominant","",348174.907688,4824581.30771,-70.8797989104226,43.5587378876945
"","","490B","490","Yes",2013,2013,2013,2008,"Green Island","","coastal","Washington","ME","C","","dominant","",615042.887472,4926340.99671,-67.553346010747,44.4812210212819
"","","492A","492","Yes",2013,2013,2013,2006,"","","interior","Washington","ME","C","","supercanopy","",612736.479,5014637.464,-67.562688431791,45.2761928547888
"","","494A","494","Yes",2014,2014,2014,2006,"Read Island","","coastal","Sagadahoc","ME","B","","","",436134.394043,4862417.61666,-69.7954120211338,43.9121008204634
"","","495A","495","Yes",2013,2013,2013,2006,"","","interior","Washington","ME","C","","dominant","",611459.825,4992489.658,-67.583909345187,45.0770909646741
"","","496C","496","Yes",2013,2013,2013,2013,"","","coastal","Washington","ME","C","","dominant","",642150.3941,4974980.2159,-67.1991028392329,44.9140511530482
"","","497C","497","Yes",2013,2013,2013,2012,"Little Whaleboat Island","","coastal","Cumberland","ME","A","","dominant","",415064.076199,4846271.88115,-70.0552280277822,43.7646254166284
"","","498C","498","Yes",2013,2013,2013,2013,"Nicatou Island","","interior","Penobscot","ME","F","","dominant","",535971.7237,5050439.0332,-68.5387014567793,45.6065639443044
"","","499B","499","Yes",2013,2013,2013,2011,"Tenpound Island","","coastal","Knox","ME","B","","dominant","",480960.288148,4870576.89168,-69.2374320169562,43.9880852160528
"","","500C","500","Yes",2014,2014,2013,2012,"","","coastal","Hancock","ME","C","","dominant","",514982.601268,4936948.93251,-68.8112575000001,44.5857271110827
"","","501C","501","Yes",2013,2013,2013,2010,"Ragged Island","","coastal","Knox","ME","B","","dominant","",508760.363072,4852144.30269,-68.8910578595532,43.8223192198502
"","","502B","502","Yes",2013,2013,2013,2008,"Sally Island","","coastal","Washington","ME","C","","dominant","",586468.737,4923214.081,-67.9131109028392,44.4570609804351
"","","503A","503","Yes",2013,2013,2013,2006,"","","interior","Hancock","ME","C","","dominant","",574969.449378,4940513.41504,-68.0551179363994,44.614063808079
"","","504D","504","Yes",2013,2013,2013,2012,"Eastern Ear","","coastal","Knox","ME","C","","dominant","",531438.8664,4873489.6321,-68.6077762380945,44.0138835813901
"","","505D","505","Yes",2013,2013,2013,2013,"West Sister Island","","coastal","Hancock","ME","C","","dominant","",549665.9486,4887900.3108,-68.3790348950337,44.1426140500523
"","","506A","506","Yes",2013,2013,2011,2006,"Harbor Point","","coastal","Hancock","ME","C","","dominant","",572625.855208,4915386.23557,-68.088184203903,44.3881202749855
"","","507B","507","Yes",2013,2013,2013,2013,"","","coastal","Washington","ME","C","","dominant","",639408.2965,4972727.3894,-67.2344464437596,44.8943231163784
"","","508B","508","Yes",2013,2013,2013,2009,"Hen Island","","coastal","Hancock","ME","C","","dominant","",542046.899804,4890982.48938,-68.4740438333262,44.1708405874555
"","","509C","509","Yes",2013,2013,2013,2012,"","","interior","Somerset","ME","D","","dominant","",429680.0743,4990261.5143,-69.8931804571573,45.0623209650476
"","","510A","510","Yes",2014,2014,2014,2006,"","","interior","Androscoggin","ME","A","","dominant","",403889.718539,4879490.9942,-70.2000226576878,44.0622873115809
"","","511B","511","Yes",2013,2013,2013,2013,"","","interior","Hancock","ME","C","","dominant","",557326.239,4946493.8268,-68.2767963569799,44.6695213057298
"","","512A","512","Yes",2014,2014,2014,2006,"","","interior","Kennebec","ME","B","","dominant","",453283.726711,4933001.926,-69.5881336771531,44.5488354168266
"","","513B","513","Yes",2013,2013,2013,2006,"","","interior","Somerset","ME","B","","dominant","",469050.942008,4962800.18433,-69.3914406106295,44.8179355009109
"","","514A","514","Yes",2014,2014,2014,2006,"","","interior","Somerset","ME","D","","dominant","",431133,4965998,-69.8714164949843,44.8440690140048
"","","515A","515","Yes",2013,2013,2013,2006,"Dingley Pond island","","interior","Somerset","ME","E","","dominant","",404287.268,5089077.792,-70.2349425196129,45.9485978698023
"","","517A","517","Yes",2013,2013,2013,2006,"","","interior","Washington","ME","C","","supercanopy","",635785.415288,4987348.29598,-67.2763722889027,45.0265808414956
"","","518B","518","Yes",2013,2013,2013,2010,"","","interior","Aroostook","ME","G","","dominant","",574127.103128,5167696.08351,-68.0311208888872,46.6587218333454
"Webb","No","519B","519","Yes",2015,2015,2014,2013,"","","interior","Franklin","ME","D","","dominant","",384347,4952305,-70.46017057,44.71478788
"","","520A","520","Yes",2013,2013,2013,2006,"Boot Head","","coastal","Washington","ME","C","","dominant","",656514.985,4959416.626,-67.0220210801283,44.771014785295
"","","521C","521","Yes",2013,2013,2013,2012,"","","interior","Hancock","ME","C","","co-dominant","",526888.433578,4934489.30962,-68.6614049722206,44.5632381667035
"","","522B","522","Yes",2013,2013,2013,2008,"Wallentine Road shoreline","","coastal","Sagadahoc","ME","B","","dominant","",428904.733,4872820.875,-69.8868354929708,44.0050939425119
"","","523A","523","Yes",2013,2013,2013,2007,"","","interior","Oxford","ME","D","","dominant","Witches' broom is the primary nest support.",356745.824999,4924745.03609,-70.8008093640391,44.4618170582556
"","","524A","524","Yes",2013,2013,2013,2007,"","","coastal","Washington","ME","C","","dominant","",585334.341,4938305.011,-67.9248716486479,44.5930306606803
"","","525A","525","Yes",2013,2013,2013,2007,"","","coastal","Washington","ME","C","","dominant","",640603.12845,4976217.10504,-67.2183515359715,44.9254876792472
"","","526B","526","Yes",2013,2013,2013,2007,"Gooseberry Island","","coastal","Washington","ME","C","","dominant","",649190.943,4969462.81,-67.1115793552324,44.8629688588687
"","","527B","527","Yes",2014,2014,2014,2013,"Orson Island","","interior","Penobscot","ME","F","","dominant","",527413.8605,4978703.5216,-68.6524101602068,44.9612408281003
"","","528A","528","Yes",2013,2013,2013,2007,"","","interior","Hancock","ME","C","","dominant","",568715.577,4931768.898,-68.1350972459341,44.5359742961336
"","","529A","529","Yes",2014,2014,2014,2007,"Outer Island","","interior","Cumberland","ME","A","","dominant","",371350.549,4862925.257,-70.6021495018875,43.9082070659588
"","","530A","530","Yes",2013,2013,2013,2007,"Ice Pond","","coastal","Cumberland","ME","A","","dominant","",424371.235613,4848168.71649,-69.9398813420969,43.7827109918568
"","","531A","531","Yes",2014,2014,2014,2005,"Brick Island","","coastal","Sagadahoc","ME","B","","dominant","",431139.320173,4870017.74908,-69.8586006922638,43.980071712918
"","","533A","533","Yes",2013,2013,2013,2007,"Sand Island","","interior","Hancock","ME","F","","dominant","",567024.922,4993463.163,-68.1482388086102,45.0914580260973
"","","534A","534","Yes",2013,2013,2013,2007,"Sandy River shoreline","","interior","Franklin","ME","D","","supercanopy","",411143.174107,4943735.44656,-70.1204395626571,44.6414826242009
"","","535C","535","Yes",2013,2013,2013,2009,"Grahm Dam vicinity islet","","interior","Hancock","ME","C","","dominant","",545716.831622,4938397.967,-68.4239688166719,44.5974754705299
"","","536A","536","Yes",2013,2013,2013,2007,"","","interior","Aroostook","ME","G","","dominant","",578066.033,5227985.075,-67.9692903481883,47.2007204179662
"","","537A","537","Yes",2013,2013,2013,2007,"","","interior","Androscoggin","ME","B","","supercanopy","",408274.609,4914862.233,-70.1514743885757,44.3812379851436
"","","538B","538","Yes",2013,2013,2013,2013,"West River Road shoreline, Sidney","","coastal","Kennebec","ME","B","","dominant","",444946.8651,4922471.5235,-69.6919611893239,44.4534514507931
"","","539A","539","Yes",2014,2014,2013,2007,"Eagle Crest Lane shoreline","","interior","Kennebec","ME","B","","dominant","",434723.477,4936300.039,-69.8221951351045,44.5770818487138
"","","540B","540","Yes",2014,2014,2014,2012,"","","interior","Kennebec","ME","B","","dominant","",460511.450106,4941429.78741,-69.4977912222284,44.625137361112
"","","541C","541","Yes",2014,2013,2013,2011,"Tarbox Flats upland","","coastal","Kennebec","ME","B","","dominant","",438944.533594,4896196.83465,-69.764319291624,44.2164401740697
"","","542B","542","Yes",2013,2013,2013,2008,"","","coastal","Washington","ME","C","","dominant","",601866.061,4944542.374,-67.7153987577507,44.6470182500465
"","","543A","543","Yes",2014,2014,2014,2007,"","","interior","Piscataquis","ME","E","","supercanopy","",469856.420577,4999095.25707,-69.3834247445893,45.1446893493297
"","","544A","544","Yes",2013,2013,2013,2007,"East Ensign Island","","coastal","Waldo","ME","B","","dominant","",503263.348566,4897739.44467,-68.9591365567626,44.2328781485532
"","","545A","545","Yes",2013,2013,2013,2007,"","","coastal","Washington","ME","C","","dominant","",648745.729,4972978.032,-67.1161796320571,44.8946892098035
"","","546C","546","Yes",2013,2013,2013,2013,"","","interior","Hancock","ME","C","","dominant","",574313.554,4928450.5934,-68.0651239645323,44.50554935828
"","","548A","548","Yes",2013,2013,2013,2007,"","","interior","Aroostook","ME","G","","supercanopy","",455262.588,5180717.09,-69.5860352754845,46.7785023987041
"","","549B","549","Yes",2013,2013,2013,2008,"","","interior","York","ME","A","","dominant","",375303.872229,4823903.598,-70.5438831525781,43.557666816556
"","","550A","550","Yes",2013,2013,2013,2007,"","","interior","Aroostook","ME","F","","dominant","",562476.856769,5062990.81564,-68.1972151968943,45.7176519021958
"","","551B","551","Yes",2013,2013,2013,2012,"Moose Island","","interior","Piscataquis","ME","E","","dominant","",449853.837924,5040669.29295,-69.6420581111075,45.5177531076687
"","","553A","553","Yes",2013,2013,2013,2007,"","","coastal","Hancock","ME","C","","dominant","",556115.498605,4924421.97006,-68.2944755530439,44.470927884364
"","","554B","554","Yes",2013,2013,2013,2011,"Camp Island","","coastal","Hancock","ME","C","","dominant","",529314.716931,4888170.23579,-68.6334609750757,44.1461438716784
"","","555C","555","Yes",2013,2013,2013,2011,"","","interior","Kennebec","ME","B","","dominant","",449138.943292,4933533.05037,-69.6403636666605,44.5533360277397
"","","556A","556","Yes",2014,2014,2014,2008,"Haddock Island","","coastal","Lincoln","ME","B","","dominant","",464690.662672,4859579.11809,-69.4395854084976,43.8884668005095
"","","557A","557","Yes",2013,2013,2013,2008,"","","interior","Penobscot","ME","B","","dominant","",513550.895,4966938.246,-68.8284975492885,44.855729157044
"","","558A","558","Yes",2013,2013,2013,2008,"","","interior","Lincoln","ME","B","","dominant","",450386.004081,4884277.41897,-69.6199743412006,44.1100014746072
"","","559A","559","Yes",2013,2013,2013,2008,"","","interior","Somerset","ME","D","","dominant","",437773.117,4952092.564,-69.7857037371825,44.7195104901808
"","","560A","560","Yes",2013,2013,2013,2008,"","","interior","Somerset","ME","E","","dominant","",389946.907,5048537.672,-70.4106907135391,45.5816702474054
"","","562B","562","Yes",2014,2014,2014,2009,"","","interior","Androscoggin","ME","A","","dominant","",406134.328577,4874788.32879,-70.1711682593435,44.0202468934795
"","","563B","563","Yes",2013,2013,2013,2010,"Berry Island","","coastal","Lincoln","ME","B","","dominant","",445597.307726,4868636.64865,-69.6782015286271,43.9688501452847
"","","564D","564","Yes",2013,2013,2013,2011,"French House Island","","coastal","Washington","ME","C","","dominant","",611251.395108,4930815.38719,-67.6000457644883,44.5220845148852
"","","565A","565","Yes",2014,2014,2014,2008,"","","coastal","Waldo","ME","B","","dominant","",515366.691844,4929788.19293,-68.8066325538325,44.5212538638972
"","","566A","566","Yes",2013,2013,2013,2008,"","","interior","Franklin","ME","D","","dominant","",358323,4980659,-70.7964958523079,44.9652409482573
"","","567A","567","Yes",2013,2013,2013,2008,"","","interior","Oxford","ME","D","","dominant","",341342.440175,4962178.32266,-71.0059000920144,44.7953890066687
"","","568A","568","Yes",2014,2014,2013,2008,"Patrick Street shoreline","","coastal","Kennebec","ME","B","","dominant","",439802.861,4911065.905,-69.7552884575951,44.350367082785
"","","570A","570","Yes",2013,2013,2013,2008,"","","coastal","Washington","ME","C","","dominant","",651520.345,4970999.349,-67.0816514482855,44.8763019729164
"","","571A","571","Yes",2013,2013,2013,2008,"","","coastal","Washington","ME","C","","dominant","",658752.210557,4963329.98285,-66.9925445777735,44.8057291389187
"","","572B","572","Yes",2013,2013,2011,2009,"Western Ear","","coastal","Knox","ME","C","","dominant","",527722.780581,4872395.2901,-68.6541935915897,44.0041805951842
"","","573A","573","Yes",2013,2013,2013,2008,"Newbury Neck Road shoreline","","coastal","Hancock","ME","C","","dominant","",540970.15498,4926332.51667,-68.4847332844513,44.4891448344689
"","","574A","574","Yes",2013,2013,2013,2008,"Black Island","","coastal","Hancock","ME","C","","dominant","",552734.283142,4891152.42999,-68.340348358055,44.1716768358566
"","","575B","575","Yes",2014,2014,2014,2013,"Enchanted Island","","coastal","Hancock","ME","C","","dominant","",533472.2493,4887423.1163,-68.5815257267996,44.1392389153754
"","","576A","576","Yes",2013,2013,2013,2008,"Cross Island - Northwest Head","","coastal","Washington","ME","C","","dominant","",633267.297051,4941286.47183,-67.3204026784757,44.6125801306876
"","","577A","577","Yes",2013,2013,2013,2008,"Head Harbor Island","","coastal","Washington","ME","C","","dominant","",616901.210744,4929812.89116,-67.5291999588428,44.5121688864457
"","","578A","578","Yes",2013,2013,2013,2008,"Segochet Lane shoreline","","coastal","Knox","ME","B","","dominant","",484633.027503,4878355.85858,-69.1918576682685,44.0582085327278
"","","579B","579","Yes",2013,2013,2013,2012,"Witch Island","","coastal","Lincoln","ME","B","","dominant","",455801.007258,4857556.63938,-69.5500855397898,43.8697785509121
"","","580B","580","Yes",2014,2014,2014,2012,"Horseshoe Pond island","","interior","Kennebec","ME","B","","dominant","",428325.861672,4893912.09211,-69.8969213888943,44.1949060833018
"","","581A","581","Yes",2013,2013,2013,2008,"","","interior","Washington","ME","C","","supercanopy","",600557.435,4981321.384,-67.7246215630521,44.9782138372258
"","","582B","582","Yes",2013,2013,2013,2011,"Babbidge Island","","coastal","Knox","ME","B","","co-dominant","",517381.137073,4887705.36959,-68.7826874179563,44.1423398641854
"","","583A","583","Yes",2014,2014,2013,2008,"","","interior","Penobscot","ME","B","","dominant","",490994.782353,4970742.9247,-69.1140393407042,44.890051197932
"","","584A","584","Yes",2013,2013,2012,2008,"","","interior","Penobscot","ME","F","","dominant","",529709.696589,5002810.19828,-68.6218729674932,45.1781476957479
"","","585A","585","Yes",2013,2013,2013,2008,"","","interior","Aroostook","ME","G","","","",479229.993,5178176.688,-69.2719661811317,46.7568182352582
"","","586A","586","Yes",2013,2013,2013,2008,"","","interior","Oxford","ME","D","","dominant","",380176.213464,4932193.91669,-70.5081109284149,44.5331177025954
"","","587C","587","Yes",2013,2013,2013,2011,"","","interior","Kennebec","ME","B","","dominant","",423926.356463,4910637.63089,-69.9544024690631,44.3450211359269
"","","588B","588","Yes",2014,2014,2014,2012,"Snow Island","","coastal","Cumberland","ME","A","","dominant","",426725.174575,4851609.04375,-69.9111018611157,43.8139199999919
"","","589B","589","Yes",2013,2013,2013,2010,"Lower Mark Island","","coastal","Lincoln","ME","B","","co-dominant","",445630.341921,4849163.6266,-69.6758050299863,43.7935356380419
"","","590B","590","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","F","","dominant","",498926.8595,5030587.094,-69.0137186030635,45.4288050551804
"","","591B","591","Yes",2014,2014,2014,2013,"Brown Island","","interior","Kennebec","ME","B","","dominant","",441409.8919,4931134.6629,-69.7373958217943,44.5311589382117
"","","592A","592","Yes",2013,2013,2013,2008,"","","interior","Hancock","ME","C","","dominant","",573458.765,4922774.53,-68.0766821600036,44.4545433378833
"","","593A","593","Yes",2013,2013,2013,2008,"","","interior","Washington","ME","C","","dominant","",601602.995,5004446.69,-67.7066762140674,45.1861813759133
"","","594A","594","Yes",2013,2013,2010,2008,"","","interior","Piscataquis","ME","G","","","",500675.327,5134840.36,-68.9912202362961,46.3671376852431
"","","595A","595","Yes",2013,2013,2010,2008,"","","interior","Aroostook","ME","G","","","",523187.798,5145408.021,-68.6980186427409,46.4618450237526
"","","597B","597","Yes",2014,2014,2014,2012,"","","coastal","Sagadahoc","ME","B","","supercanopy","",435552.4106,4880076.8966,-69.8048052548489,44.0710302050776
"","","598B","598","Yes",2014,2014,2014,2013,"Crocker Point vicinity","","coastal","Washington","ME","C","","dominant","",625839.1091,4952180.9701,-67.4113090398203,44.7119579646137
"","","599A","599","Yes",2014,2014,2014,2009,"","","interior","Androscoggin","ME","A","","dominant","",412437.949,4873668.223,-70.0923470936125,44.0109429363585
"","","601B","601","Yes",2014,2014,2014,2011,"","","coastal","Kennebec","ME","B","","dominant","",439425.899065,4889607.97751,-69.7575337892656,44.157164637876
"","","602A","602","Yes",2013,2013,2013,2009,"Caldwell Island","","coastal","Knox","ME","B","","dominant","",476467.321,4864804.492,-69.2932045534157,43.9359835346176
