PK_NestSite,IntactDuringLastYearObs.,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,County,IFWRegion,Species,TreeCondition,NestTreeStandProminence,NestTreeComments,nest_id,Accuracy,Type,UseID,UTM_long,UTM_lat
275A,No,275,Fay Scott Bog shoreline,2013,1998,1998,1998,,interior,Penobscot,B,eastern white pine,,,,275A,12,A,IO,477173,4983767
275B,No,275,Fay Scott Bog shoreline,2013,2008,2008,1999,,interior,Penobscot,B,eastern white pine,alive - top intact,,,275B,12,A,IO,477308,4983823
275C,No,275,,2013,2002,2000,2000,,interior,Penobscot,B,transmission line pole,,,,275C,12,A,IO,474512,4980930
275D,Yes,275,,2014,2014,2014,2009,,interior,Penobscot,B,eastern white pine,alive - top intact,,,275D,8.5,A,ER,478470,4984100
275E,Yes,275,,2013,2013,NA,2012,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,275E,5,A,ER,476494,4985769
276A,No,276,Greens Island,2013,2003,1999,1998,,coastal,Knox,B,red spruce,,,,276A,12,A,IO,511849,4875140
276B,No,276,Greens Island,2013,2000,NA,1998,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Knox,B,red spruce,,,,276B,12,A,IO,511766,4875050
276C,No,276,Greens Island - Heron Neck,2013,2002,2002,2000,,coastal,Knox,B,red spruce,,,,276C,12,A,IO,511024,4874806
276D,Yes,276,Greens Island - Heron Neck,2013,2013,2013,2003,,coastal,Knox,B,red spruce,,,,276D,12.5,A,ER,510898,4874960
277A,No,277,,2013,2012,2012,1998,,interior,Penobscot,F,eastern white pine,alive - top intact,,,277A,12,A,IO,528428,4972667
277B,Yes,277,,2013,2013,2013,2013,,interior,Penobscot,C,eastern white pine,alive - top intact,dominant,,277B,12.5,A,ER,528591,4972949
278A,Yes,278,,2014,2014,2001,1998,,interior,Kennebec,B,eastern white pine,alive - top intact,,,278A,12,A,ER,453779,4940140
278B,Yes,278,,2014,2014,2005,2002,,interior,Kennebec,B,eastern white pine,alive - top intact,,,278B,12,A,ER,453721,4940161
278C,Yes,278,,2014,2014,2014,2014,,interior,Kennebec,B,eastern white pine,alive - top intact,,,278C,8.5,A,ER,453281,4939182
279A,No,279,,2013,2002,2002,1998,,interior,Aroostook,G,eastern white pine,alive - top broken,,,279A,12,A,IO,487280,5159330
279B,No,279,,2013,1999,1999,1999,,interior,Piscataquis,G,eastern white pine,alive - top broken,,,279B,12,A,IO,486400,5156598
279C,Yes,279,,2013,2013,2009,2003,,interior,Aroostook,G,eastern white pine,alive - top intact,,,279C,12,A,ER,487782,5158433
280A,Yes,280,,2013,2013,2013,1998,,interior,Piscataquis,E,eastern white pine,alive - top intact,,,280A,12,A,ER,440603,5059186
281A,Yes,281,"""Old"" Flagstaff Lake islands",2013,2013,2013,1994,,interior,Somerset,D,eastern white pine,alive - top intact,,,281A,12,A,ER,391353,5011110
282A,Yes,282,,2014,2014,2014,1998,,interior,Oxford,D,eastern white pine,alive - top intact,,,282A,12,A,ER,367667,4946616
283A,No,283,,2013,2003,2003,1998,,interior,Washington,F,eastern white pine,alive - top intact,,,283A,12,A,IO,615205,5048917
283B,Yes,283,,2013,2013,2013,2004,,interior,Washington,F,eastern white pine,alive - top intact,,,283B,10,A,ER,615181,5048950
284A,No,284,,2013,2001,2008,1998,,interior,Penobscot,G,eastern white pine,alive - top intact,,,284A,12,A,IO,532662,5134760
285A,Yes,285,,2013,2013,2000,1998,,interior,Piscataquis,F,eastern white pine,alive - top broken,,,285A,12,A,ER,509529,5062030
285B,No,285,,2013,2010,2009,2001,,interior,Piscataquis,F,eastern white pine,alive - top intact,,,285B,12,A,IO,509337,5061660
285C,Yes,285,,2013,2013,NA,2013,,interior,Piscataquis,F,eastern white pine,alive - top broken,dominant,,285C,12.5,A,ER,509742,5062113
286A,Yes,286,Leland Point,2013,2013,2013,1998,,coastal,Hancock,C,eastern white pine,alive - top intact,,,286A,12,A,ER,555710,4920714
287A,No,287,Coswell Road shoreline,2014,2004,2004,1999,,interior,Kennebec,B,eastern white pine,alive - top intact,,,287A,12,A,IO,432605,4940670
287B,Yes,287,Little North Pond peninsula,2014,2014,2014,2005,,interior,Kennebec,B,eastern white pine,alive - top intact,,,287B,7,A,ER,432686,4940306
287C,No,287,Coswell Road upland,2014,2006,2006,2006,,interior,Kennebec,B,eastern white pine,alive - top intact,,,287C,10,A,IO,432226,4940971
288A,No,288,,2013,2007,2007,1999,,coastal,Washington,C,eastern white pine,alive - top intact,,,288A,12,A,IO,612686,4943375
288B,Yes,288,,2013,2013,2011,2008,,coastal,Washington,C,eastern white pine,alive - top intact,,,288B,8.5,A,ER,612873,4943363
288C,Yes,288,,2013,2013,2013,2013,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,288C,12.5,A,ER,614316,4942105
289A,No,289,,2013,2007,2003,2005,,interior,Penobscot,F,eastern white pine,alive - top intact,,,289A,12,A,IO,528252,5055172
289B,No,289,,2013,1963,1963,1962,,interior,Penobscot,F,northern red oak,alive - top intact,dominant,,289B,12,A,IO,527318,5053600
289C,Yes,289,,2013,2013,2013,2004,,interior,Penobscot,F,eastern white pine,alive - top intact,,,289C,12,A,ER,528210,5054802
290A,No,290,Weasel Point,2013,2005,2005,1999,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,,,290A,12,A,IO,435495,4850646
290B,No,290,Weasel Point,2013,2011,2011,2006,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,,,290B,10,A,IO,435523,4850932
290C,Yes,290,Weasel Point area,2013,2013,2013,2013,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,,,290C,12.5,A,ER,435574,4850451
291A,Yes,291,,2013,2013,2013,1999,,interior,Somerset,D,eastern white pine,alive - top intact,,,291A,12,A,ER,429562,4957600
292A,No,292,Outer Heron Island,2013,1999,1999,1999,,coastal,Lincoln,B,red spruce,dead - top broken,,,292A,12,A,IO,453004,4847188
292B,No,292,Outer Heron Island,2013,2007,2007,2000,,coastal,Lincoln,B,red spruce,alive - top broken,,,292B,12,A,IO,452902,4847192
292C,Yes,292,Outer Heron Island,2013,2013,2013,2009,,coastal,Lincoln,B,red spruce,alive - top intact,,,292C,4,A,ER,452885,4847079
292D,No,292,Outer Heron Island,2013,2010,2010,2010,,coastal,Lincoln,B,red spruce,alive - top intact,,,292D,10,A,IO,452748,4846806
293A,No,293,,2013,1975,NA,1972,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,293A,12,A,IO,526575,4913220
293B,Yes,293,,2013,2013,2013,1999,,coastal,Hancock,C,eastern white pine,alive - top intact,,,293B,12.5,A,ER,525725,4912501
294A,Yes,294,,2013,2013,2006,1999,,coastal,Knox,B,eastern white pine,alive - top intact,,,294A,12,A,ER,510879,4884396
294B,Yes,294,Spectacle Island,2013,2013,2013,2007,,coastal,Knox,B,red spruce,,,,294B,8.5,A,ER,512025,4883245
295A,No,295,Ram Island,2013,2000,2000,1999,,coastal,Knox,B,red spruce,,,,295A,12,A,IO,471552,4868010
295B,No,295,Sand Island,2013,2010,2010,2001,,coastal,Knox,B,red spruce,,,,295B,12.5,A,IO,471783,4868323
295C,Yes,295,Ram Island,2013,2013,2013,2013,,coastal,Knox,B,red spruce,alive - top intact,dominant,,295C,12.5,A,ER,471539,4868057
296A,No,296,,2013,2012,2012,1999,,interior,Hancock,F,eastern white pine,alive - top intact,,,296A,12,A,IO,573715,4994833
297A,No,297,Turtle Island,2013,1999,NA,1999,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Hancock,C,red spruce,,,,297A,12,A,IO,571871,4912030
297B,No,297,Turtle Island,2013,2010,2004,2000,,coastal,Hancock,C,red spruce,,,,297B,12,A,IO,572085,4911900
297C,Yes,297,Turtle Island,2013,2013,2013,2005,,coastal,Hancock,C,red spruce,,,,297C,7.5,A,ER,571927,4911705
298A,No,298,Yellow Head,2013,2000,2000,2000,,coastal,Washington,C,red spruce,,,,298A,12,A,IO,630419,4944442
298B,No,298,Bar Island,2013,2002,2001,2001,,coastal,Washington,C,red spruce,alive - top intact,,,298B,12.5,A,IO,629704,4944720
298C,Yes,298,Bare Island,2013,2013,2013,2003,,coastal,Washington,C,red spruce,,,,298C,12.5,A,ER,630234,4945667
299A,Yes,299,,2013,2013,2013,2000,,interior,Aroostook,F,eastern white pine,alive - top intact,,,299A,12,A,ER,553518,5058653
300A,No,300,Big Heath vicinity,2013,2007,2004,2000,,coastal,Hancock,C,eastern white pine,alive - top intact,,,300A,12,A,IO,547754,4925720
300B,Yes,300,Weymouth Point vicinity,2013,2013,2013,2013,,coastal,Hancock,C,eastern white pine,dead - top intact,dominant,,300B,12.5,A,ER,544694,4926037
301A,No,301,,2013,2006,2001,2000,,interior,Somerset,D,eastern white pine,alive - top intact,,,301A,12,A,IO,422378,5004675
301B,No,301,Henhawk Island,2013,2010,2010,2004,,interior,Somerset,D,eastern white pine,alive - top intact,,,301B,10,A,IO,422476,5003878
301C,Yes,301,Henhawk Island,2013,2013,2013,2011,,interior,Somerset,D,eastern white pine,alive - top intact,,,301C,12.5,A,ER,422456,5003957
302A,Yes,302,,2013,2013,2013,2000,,interior,Somerset,D,eastern white pine,alive - top intact,,,302A,12,A,ER,396893,5004160
303A,No,303,Outer Porcupine Island,2014,2007,2006,2000,,coastal,Hancock,C,red spruce,alive - top intact,,,303A,12,A,IO,518274,4894099
303B,No,303,Inner Porcupine Island,2013,2011,2008,2007,,coastal,Hancock,C,red spruce,dead - top broken,,,303B,7,A,IO,518149,4894388
303C,Yes,303,Outer Porcupine Island,2014,2014,2014,2009,,coastal,Hancock,C,red spruce,alive - top intact,,,303C,4,A,ER,518306,4894181
304A,No,304,Tarbox Island,2013,1982,1982,1975,,interior,Penobscot,F,eastern white pine,dead - top intact,supercanopy,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,304A,12,A,IO,529604,5004450
304B,No,304,,2013,2008,2006,2000,,interior,Penobscot,F,eastern white pine,alive - top intact,,,304B,12,A,IO,529250,5005334
304C,No,304,Thorofare Island,2013,2005,2003,2003,,interior,Penobscot,F,northern red oak,alive - top intact,,,304C,12,A,IO,529635,5004894
304D,Yes,304,Tarbox Island,2013,2013,2013,2007,,interior,Penobscot,F,northern red oak,,,,304D,7,A,ER,529629,5004357
305A,Yes,305,,2014,2014,2014,2000,,interior,Penobscot,C,eastern white pine,alive - top intact,,,305A,12,A,ER,533399,4962870
306A,No,306,Crane Island,2013,2009,2004,2000,,interior,Knox,B,eastern white pine,alive - top intact,,,306A,12,A,IO,491550,4900088
306B,Yes,306,Fernalds Neck shoreline,2013,2013,2013,2005,,interior,Waldo,B,eastern white pine,alive - top intact,,,306B,7,A,ER,491083,4900927
307A,No,307,Roderick Head,2013,2003,2003,2000,,coastal,Hancock,C,red spruce,,,,307A,12.5,A,IO,544920,4891000
307B,No,307,Roderick Head,2013,2006,2005,2004,,coastal,Hancock,C,red spruce,alive - top intact,,,307B,10,A,IO,544674,4890872
307C,Yes,307,Roderick Head,2013,2013,2013,2006,,coastal,Hancock,C,red spruce,,,,307C,12,A,ER,544757,4890949
308A,Yes,308,Webber Pond shoreline - Redman Road vicinity,2013,2013,2010,2000,,interior,Kennebec,B,eastern white pine,alive - top intact,,,308A,12,A,ER,449056,4918060
308B,No,308,Webber Pond shoreline - Redman Road vicinity,2013,2011,2011,2011,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,308B,12.5,A,IO,449075,4918021
308C,Yes,308,Webber Pond shoreline - 56 Birch Point Road,2013,2013,2013,2012,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,308C,12.5,A,ER,448360,4917316
309A,No,309,Attean Pond islet,2013,2002,2002,2000,,interior,Somerset,E,eastern white pine,alive - top intact,,,309A,12,A,IO,401404,5045800
309B,Yes,309,Attean Pond islet,2013,2013,2013,2003,,interior,Somerset,E,eastern white pine,alive - top intact,,,309B,12,A,ER,401476,5045840
310A,No,310,Rolling Island,2013,2010,2009,2000,,coastal,Hancock,C,red spruce,alive - top intact,,,310A,12,A,IO,576457,4911190
310B,Yes,310,Rolling Island,2013,2013,2013,2010,,coastal,Hancock,C,red spruce,alive - top intact,,,310B,5,A,ER,576476,4911184
311A,No,311,Tidswell Point,2013,2000,2000,2000,,interior,Oxford,D,eastern white pine,alive - top intact,,,311A,12,A,IO,338943,4954264
311B,No,311,Tidswell Point,2013,NA,NA,2001,This nest is on the New Hampshire side of the Umbagog Lake area border with Maine.,interior,Coos,,eastern white pine,alive - top intact,,,311B,NA,NA,NA,NA,NA
312A,No,312,Grays Point area shoreline,2013,2005,2004,2000,,coastal,Hancock,C,eastern white pine,,,,312A,12.5,A,IO,521375,4908820
312B,No,312,Condon Point shoreline,2013,2003,2003,2003,,coastal,Hancock,C,eastern white pine,,,,312B,12.5,A,IO,520363,4908660
312C,Yes,312,Grays Point area shoreline,2013,2013,2013,2005,,coastal,Hancock,C,eastern white pine,alive - top intact,,,312C,7,A,ER,521582,4908814
313A,No,313,Southwest Point,2013,2006,2006,2000,,coastal,Hancock,C,red spruce,,,,313A,12.5,A,IO,550599,4883172
313B,No,313,Southwest Point,2013,2009,2007,2007,,coastal,Hancock,C,red spruce,,,,313B,4,A,IO,550669,4883030
313C,No,313,Southwest Point,2013,2009,2009,2008,,coastal,Hancock,C,red spruce,alive - top broken,,,313C,4,A,IO,550662,4883018
313D,Yes,313,Southwest Point,2013,2013,2013,2010,,coastal,Hancock,C,red spruce,alive - top broken,,,313D,5,A,ER,550718,4883013
314A,No,314,Tinker Island,2013,2003,2002,2000,,coastal,Hancock,C,red spruce,,,,314A,12,A,IO,541229,4901790
314B,No,314,Tinker Island,2013,2004,2003,2003,,coastal,Hancock,C,red spruce,,,,314B,12.5,A,IO,541230,4901724
314C,No,314,Tinker Island,2013,2005,2005,2004,,coastal,Hancock,C,red spruce,,,,314C,7,A,IO,541271,4901775
314D,No,314,Tinker Island,2013,2007,2007,2006,,coastal,Hancock,C,red spruce,,,,314D,10,A,IO,540841,4902529
314E,No,314,Tinker Island,2013,2008,2008,2008,,coastal,Hancock,C,red spruce,,,,314E,4,A,IO,541345,4901758
314F,No,314,Tinker Island,2013,2011,2010,2009,,coastal,Hancock,C,red spruce,alive - top intact,,,314F,8.5,A,IO,541472,4901765
314G,Yes,314,Tinker Island,2013,2013,2013,2011,,coastal,Hancock,C,red spruce,alive - top intact,,,314G,12.5,A,ER,541562,4901841
315A,Yes,315,Foster Island,2013,2013,2013,2000,,coastal,Washington,C,red spruce,,dominant,,315A,12,A,ER,592538,4932185
315B,No,315,Foster Island - northern interior,2013,1970,NA,1968,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,yellow birch,alive - top intact,dominant,,315B,12,A,IO,592752,4932202
316A,No,316,Upper Coombs Island,2013,2000,2000,2000,,coastal,Cumberland,A,eastern white pine,alive - top intact,supercanopy,,316A,12,A,IO,427287,4857326
316B,No,316,Upper Coombs Island,2013,2004,2003,2001,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,316B,12,A,IO,427319,4857416
316C,Yes,316,Bombazine Island,2013,2013,2013,2005,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,316C,10,A,ER,427913,4856891
316D,No,316,Bombazine Island,2013,2010,2009,2009,,coastal,Cumberland,A,eastern white pine,alive - top broken,co-dominant,,316D,4,A,IO,427872,4856673
316E,Yes,316,Lower Coombs Island,2013,2013,2010,2010,,coastal,Cumberland,A,eastern white pine,alive - top broken,co-dominant,,316E,5,A,ER,427034,4856892
317A,No,317,South Belfast Avenue area - southernmost islet,2013,2006,2006,2000,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,317A,12,A,IO,447566,4906387
317B,Yes,317,South Belfast Avenue area - middle islet,2013,2013,2013,2007,,interior,Kennebec,B,eastern white pine,alive - top broken,dominant,,317B,7.5,A,ER,447487,4906475
318A,Yes,318,,2013,2013,2013,2000,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,318A,12,A,ER,513342,4979116
319A,No,319,King Island,2014,2006,2007,2000,,interior,Penobscot,C,eastern white pine,alive - top intact,dominant,,319A,12,A,IO,521167,4951625
319B,Yes,319,,2013,2013,2013,2008,,interior,Penobscot,C,eastern white pine,alive - top intact,dominant,,319B,12.5,A,ER,520388,4953096
320A,No,320,,2013,2007,2007,2000,,interior,Somerset,E,eastern white pine,alive - top intact,supercanopy,,320A,12,A,IO,420780,5077311
320B,Yes,320,,2013,2013,2013,2013,,interior,Somerset,E,eastern white pine,alive - top intact,supercanopy,,320B,12.5,A,ER,419123,5074209
321A,No,321,,2013,2000,2000,2000,,interior,Piscataquis,G,eastern white pine,alive - top intact,dominant,,321A,12,A,IO,453250,5140860
321B,Yes,321,,2013,2013,2013,2001,,interior,Piscataquis,G,eastern white pine,alive - top intact,dominant,,321B,12,A,ER,453443,5140460
322A,Yes,322,,2013,2013,2013,2000,,interior,Piscataquis,G,eastern white pine,alive - top intact,supercanopy,,322A,12,A,ER,482815,5135326
323A,Yes,323,,2013,2013,2013,2000,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,323A,12,A,ER,540330,5029540
324A,No,324,Outer Scott Island,2013,2006,2006,2000,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,324A,12.5,A,IO,520625,4903350
324B,Yes,324,Outer Scott Island,2013,2013,2013,2000,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,324B,12.5,A,ER,520668,4903231
325A,Yes,325,,2014,2014,2013,2001,,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,325A,12.5,A,ER,513814,4945630
325B,No,325,,2013,2002,NA,2002,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,325B,12.5,A,IO,514435,4946210
325C,No,325,,2014,2006,NA,2006,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,325C,10,A,IO,513787,4945685
326A,No,326,Eastern Mark Island,2013,2001,2001,2001,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,326A,12.5,A,IO,533508,4890720
326B,Yes,326,Shingle Island,2014,2014,2014,2001,,coastal,Hancock,C,northern red oak,alive - top intact,dominant,,326B,12.5,A,ER,533496,4889554
327A,Yes,327,Teacher Island,2014,2014,2013,2001,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,327A,12.5,A,ER,533356,4940720
328A,No,328,Trial Point,2013,2009,2008,2001,,coastal,Knox,C,red spruce,dead - top broken,dominant,,328A,12.5,A,IO,527655,4877805
328B,Yes,328,Moores Head,2013,2013,2013,2006,,coastal,Knox,C,red spruce,alive - top intact,dominant,,328B,10,A,ER,527668,4877002
329A,Yes,329,Pop Island,2013,2013,2013,2001,,coastal,Washington,C,red spruce,alive - top intact,dominant,,329A,12,A,ER,585914,4924791
330A,No,330,,2013,2010,2009,2001,,interior,Penobscot,G,eastern white pine,alive - top intact,supercanopy,,330A,12,A,IO,526702,5128559
330B,No,330,,2013,2010,2010,2010,,interior,Penobscot,G,eastern white pine,alive - top intact,dominant,,330B,12.5,A,IO,526512,5128624
331A,No,331,,2013,2009,2003,2001,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,331A,12,A,IO,534954,5013040
332A,No,332,,2013,2009,2012,2001,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,332A,12,A,IO,475421,5058580
333A,No,333,"""Town Line"" Island",2013,2010,2008,2001,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,333A,12,A,IO,421902,4902780
333B,Yes,333,"""Town Line"" Island",2014,2014,2014,2002,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,333B,12,A,IO,421881,4902800
333C,No,333,Red Top Drive shoreline,2013,2010,2011,2007,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,333C,7,A,IO,422393,4901624
334A,Yes,334,,2014,2014,2014,2001,,interior,Androscoggin,A,eastern white pine,alive - top intact,supercanopy,,334A,12,A,ER,410227,4871635
334B,No,334,,2013,2006,2007,2006,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,334B,6,A,IO,409867,4871013
334C,No,334,,2013,2012,2012,2011,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,334C,5,A,IO,410258,4871614
335A,No,335,Hog Island,2014,2011,2009,2001,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,335A,12,A,IO,456598,4873530
335B,No,335,,2013,2001,NA,2001,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Lincoln,B,northern red oak,alive - top intact,dominant,,335B,12,A,IO,456959,4871843
335C,Yes,335,Hog Island,2014,2014,2013,2010,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,335C,3,A,ER,456575,4873577
336A,Yes,336,,2013,2013,2013,2001,,interior,Waldo,B,eastern white pine,alive - top intact,dominant,,336A,12.5,A,ER,485676,4915841
337A,No,337,,2013,2009,2008,2001,,interior,Aroostook,G,bigtooth aspen,alive - top intact,dominant,,337A,12,A,IO,586857,5183150
337B,Yes,337,,2013,2013,2013,2009,,interior,Aroostook,G,bigtooth aspen,alive - top intact,dominant,,337B,3,A,ER,587015,5183018
338A,No,338,,2013,2003,2001,2001,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,338A,12,A,IO,530111,5018150
338B,No,338,,2013,2002,2002,2002,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,338B,12,A,IO,530728,5018756
338C,Yes,338,,2014,2014,2014,2003,,interior,Penobscot,F,eastern white pine,alive - top intact,supercanopy,,338C,12,A,ER,530762,5018780
339A,No,339,Sears Island,2013,2006,2001,2001,,coastal,Waldo,B,red spruce,alive - top intact,dominant,,339A,12.5,A,IO,510122,4920140
339B,No,339,Cape Jellison,2014,2009,2002,2002,Nest was used only by ospreys during the period 2003 - 2009.,coastal,Waldo,B,red spruce,alive - top intact,co-dominant,,339B,12.5,A,IO,513448,4923150
339C,No,339,Sears Island,2014,2003,2003,2003,,coastal,Waldo,B,red spruce,alive - top broken,dominant,,339C,12.5,A,IO,510111,4921670
339D,Yes,339,Squaws Head,2014,2014,2014,2003,,coastal,Waldo,B,northern red oak,alive - top intact,dominant,,339D,12.5,A,ER,511140,4921150
340A,No,340,,2013,2003,2001,2001,,coastal,Waldo,B,red spruce,alive - top intact,dominant,,340A,12.5,A,IO,508324,4904728
340B,No,340,,2013,2002,2002,2002,,coastal,Waldo,B,red spruce,,dominant,,340B,12.5,A,IO,508053,4903423
340C,No,340,,2013,2006,2005,2004,,coastal,Waldo,B,red spruce,,dominant,,340C,8,A,IO,507595,4902803
340D,No,340,,2013,2006,2006,2006,,coastal,Waldo,B,red spruce,,dominant,,340D,7,A,IO,508673,4904987
340E,Yes,340,,2013,2013,2013,2011,,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,340E,12.5,A,ER,506251,4903437
341A,No,341,,2013,2008,2008,2001,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,341A,12,A,IO,417945,4928430
341B,Yes,341,,2013,2013,2009,2009,,interior,Kennebec,B,eastern white pine,alive - top broken,dominant,,341B,10,A,ER,417344,4926355
341C,No,341,,2013,2011,2010,2010,,interior,Franklin,B,eastern white pine,alive - top broken,dominant,,341C,5,A,IO,416797,4927886
341D,Yes,341,,2013,2013,2013,2011,,interior,Franklin,B,eastern white pine,alive - top intact,dominant,,341D,12.5,A,ER,416645,4928206
342A,No,342,,2013,2006,2006,2001,,coastal,Washington,C,red spruce,alive - top intact,dominant,,342A,12,A,IO,613006,4923139
342B,No,342,,2013,2008,2009,2007,,coastal,Washington,C,red spruce,alive - top intact,dominant,,342B,8.5,A,IO,612911,4923111
342C,Yes,342,,2013,2013,2013,2013,,coastal,Washington,C,red spruce,alive - top intact,dominant,,342C,12.5,A,ER,612887,4923067
343A,No,343,,2013,2010,2006,2001,,interior,Piscataquis,G,eastern white pine,,dominant,,343A,12,A,IO,508060,5151083
343B,Yes,343,,2013,2013,2013,2008,,interior,Piscataquis,G,eastern white pine,alive - top intact,supercanopy,,343B,10,A,ER,508268,5151362
344A,No,344,,2013,2005,2005,2001,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,344A,2.5,A,IO,574499,5103481
344B,Yes,344,,2013,2013,2013,2006,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,344B,2.5,A,ER,572794,5104203
345A,No,345,,2013,2007,2007,2001,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,345A,12,A,IO,434170,4858280
345B,No,345,,2013,2011,2008,2008,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,345B,10,A,IO,434163,4858121
345C,Yes,345,,2013,2013,2013,2009,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,345C,4.5,A,ER,434192,4858229
346A,No,346,,2013,2009,2009,2001,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,346A,12,A,IO,551418,4919460
346B,Yes,346,,2014,2014,2013,2010,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,346B,5,A,ER,551498,4919475
347A,No,347,,2013,2007,2003,2001,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,347A,12.5,A,IO,429088,4889376
347B,No,347,,2013,2006,NA,2003,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Sagadahoc,B,eastern white pine,alive - top broken,dominant,,347B,12.5,A,IO,429595,4888564
348A,No,348,,2013,2009,2007,2001,,interior,Aroostook,G,eastern white pine,alive - top intact,supercanopy,,348A,5,A,IO,515729,5168061
348B,Yes,348,,2013,2013,2010,2008,,interior,Aroostook,G,eastern white pine,dead - top intact,supercanopy,,348B,10,A,ER,515481,5167932
348C,Yes,348,,2013,2013,2013,2013,,interior,Aroostook,G,eastern white pine,alive - top broken,supercanopy,,348C,12.5,A,ER,514359,5167251
349A,Yes,349,,2014,2014,2004,2001,,interior,Piscataquis,G,eastern white pine,alive - top intact,dominant,,349A,12,A,ER,469809,5130826
349B,Yes,349,Farm Island,2014,2013,2009,2005,,interior,Piscataquis,G,eastern white pine,alive - top intact,supercanopy,,349B,7,A,ER,470841,5133111
350A,Yes,350,,2013,2013,2013,2002,,interior,Penobscot,F,northern red oak,alive - top intact,dominant,,350A,12,A,ER,568921,5044900
351A,Yes,351,Days Ferry shoreline,2014,2014,2011,2002,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,supercanopy,,351A,12,A,ER,435312,4866115
351B,Yes,351,Days Ferry shoreline,2014,2014,2014,2012,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,dominant,,351B,12.5,A,ER,435550,4865505
352A,No,352,Little Spruce Island,2013,2008,2004,2002,,coastal,Washington,C,red spruce,alive - top broken,dominant,,352A,12,A,IO,617357,4935156
352B,No,352,Bar Island,2013,2012,2007,2005,,coastal,Washington,C,red spruce,alive - top broken,dominant,,352B,7.5,A,IO,617520,4935381
352C,Yes,352,Little Spruce Island,2013,2013,2013,2009,,coastal,Washington,C,red spruce,alive - top intact,dominant,,352C,8.5,A,ER,617235,4935200
353A,No,353,Pierce Island,2013,2006,2004,2002,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,353A,12,A,IO,628289,4991270
353B,No,353,Long Point,2013,2007,2007,2005,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,353B,7.5,A,IO,628012,4990369
353C,No,353,Long Point,2013,2008,2006,2007,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,353C,10,A,IO,627692,4991003
