PK_NestSite,IntactDuringLastYearObs.,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,County,IFWRegion,Species,TreeCondition,NestTreeStandProminence,NestTreeComments,nest_id,Accuracy,Type,UseID,UTM_long,UTM_lat
353D,Yes,353,Eaton Point,2013,2013,2013,2008,,interior,Washington,C,eastern white pine,alive - top intact,supercanopy,,353D,4,A,ER,628817,4993152
354A,Yes,354,,2013,2013,2013,2002,,interior,Penobscot,F,eastern white pine,alive - top intact,supercanopy,,354A,12.5,A,ER,505134,4984464
355A,No,355,Green Point vicinity,2013,2005,2003,2002,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,355A,7,A,IO,474812,5016030
355B,No,355,,2013,2012,2009,2005,,interior,Piscataquis,E,eastern white pine,alive - top intact,supercanopy,,355B,7,A,IO,473943,5015453
355C,Yes,355,,2013,2013,2013,2013,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,355C,12.5,A,ER,473708,5014474
356A,No,356,,2013,2002,2006,2002,,interior,Androscoggin,D,eastern white pine,alive - top intact,dominant,,356A,12.5,A,IO,406608,4922363
357A,No,357,Freese Island,2013,2012,2013,2002,,interior,Penobscot,F,northern red oak,alive - top intact,dominant,,357A,12.5,A,IO,527939,4984720
358A,No,358,,2013,2007,2005,2002,,interior,Piscataquis,E,bigtooth aspen,alive - top intact,dominant,Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.,358A,12,A,IO,476787,5081060
359A,No,359,Matthews Island,2013,2005,2004,2002,,coastal,Washington,C,red spruce,alive - top intact,dominant,,359A,12.5,A,IO,655756,4975670
359B,No,359,,2013,2007,2007,2005,,coastal,Washington,C,pier piling,,,,359B,7.5,A,IO,655610,4976199
359C,No,359,Matthews Island,2013,2010,2010,2008,,coastal,Washington,C,red spruce,alive - top broken,dominant,,359C,4,A,IO,655726,4975677
359D,Yes,359,Matthews Island,2013,2013,2013,2013,,coastal,Washington,C,red spruce,alive - top broken,dominant,,359D,12.5,A,ER,655769,4975612
360A,Yes,360,Crimmins Island,2013,2013,2013,2002,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,360A,12,A,ER,561407,4948180
360B,No,360,Crimmins Island,2013,2012,2012,2004,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,360B,8,A,IO,561385,4948156
361A,No,361,Curtis Island,2013,2007,2009,2002,,coastal,Knox,B,eastern white pine,alive - top intact,supercanopy,,361A,12.5,A,IO,495942,4894380
362A,No,362,Meadow Pond Road upland,2013,2004,2004,2002,,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,362A,12.5,A,IO,508941,4912350
362B,No,362,Meadow Pond Road upland,2013,2008,2007,2003,,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,362B,12.5,A,IO,508571,4911974
362C,Yes,362,Meadow Pond Road upland,2013,2013,2013,2008,,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,362C,10,A,ER,509118,4912183
363A,Yes,363,,2013,2013,2013,2002,,interior,Piscataquis,G,eastern white pine,alive - top intact,supercanopy,,363A,12,A,ER,506913,5125981
364A,No,364,,2013,2007,2005,2002,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,364A,12,A,IO,437459,5179270
364B,No,364,,2013,2009,2009,2008,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,364B,4,A,IO,437505,5179785
364C,Yes,364,,2013,2013,2013,2013,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,364C,12.5,A,ER,435729,5180773
365A,Yes,365,,2013,2013,2012,2002,,interior,Oxford,D,eastern white pine,alive - top intact,supercanopy,,365A,12,A,ER,348073,4958322
365B,Yes,365,,2013,2013,2013,2008,,interior,Oxford,D,eastern white pine,alive - top intact,dominant,,365B,10,A,ER,347940,4959594
366A,No,366,,2013,2005,2006,2002,,coastal,Washington,C,eastern white pine,alive - top broken,dominant,,366A,12.5,A,IO,648376,4958539
366B,No,366,,2013,2009,2009,2008,,coastal,Washington,C,red spruce,dead - top broken,dominant,,366B,10,A,IO,648877,4958641
366C,Yes,366,The Pool shoreline,2013,2013,2013,2012,,coastal,Washington,C,red spruce,,dominant,,366C,12.5,A,ER,651673,4957415
367A,Yes,367,,2013,2013,2013,2002,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,367A,12,A,ER,515544,5162343
368A,Yes,368,,2014,2014,2014,2002,,interior,Piscataquis,G,eastern white pine,alive - top intact,supercanopy,,368A,12.5,A,ER,473207,5120800
369A,Yes,369,Scotts Neck,2014,2014,2014,2002,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,369A,12,A,ER,542237,4942894
370A,No,370,Sand Cove shoreline,2013,2008,2008,2002,,coastal,Hancock,C,red spruce,,dominant,,370A,12.5,A,IO,541588,4888640
370B,No,370,Irish Point,2013,2010,2010,2009,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,370B,5,A,IO,541142,4887968
370C,No,370,Irish Point vicinity,2013,2011,2011,2011,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,370C,12.5,A,IO,540421,4888464
370D,Yes,370,Irish Point vicinity,2013,2013,2013,2013,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,370D,12.5,A,ER,540918,4888571
371A,Yes,371,Western Island,2014,2014,2014,2002,,coastal,Hancock,C,red spruce,,dominant,,371A,12.5,A,ER,514081,4904350
372A,Yes,372,,2013,2013,2013,2002,,interior,Aroostook,G,eastern white pine,alive - top intact,supercanopy,,372A,12.5,A,ER,587689,5098083
372B,Yes,372,,2013,2013,2010,2010,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,372B,12.5,A,ER,587635,5098665
373A,No,373,Bowline Head,2013,2006,2006,2002,,coastal,Washington,C,red spruce,,dominant,,373A,12,A,IO,597263,4929970
373B,No,373,Bowline Head,2013,2011,2011,2007,,coastal,Washington,C,yellow birch,alive - top intact,dominant,,373B,2.5,A,IO,597228,4929963
373C,Yes,373,Narrows Island,2013,2013,2013,2013,,coastal,Washington,C,red spruce,alive - top intact,dominant,,373C,12.5,A,ER,596630,4930123
374A,No,374,Current Island,2013,2005,2004,2002,,coastal,Hancock,C,red spruce,,dominant,,374A,12.5,A,IO,527968,4894680
374B,Yes,374,Current Island,2013,2013,2013,2005,,coastal,Hancock,C,northern red oak,alive - top intact,dominant,,374B,7,A,ER,527992,4894621
375A,No,375,Barred Island,2013,2003,2003,2002,,coastal,Hancock,C,red spruce,,dominant,,375A,12.5,A,IO,522500,4890450
375B,No,375,Barred Island,2013,2005,2005,2004,,coastal,Hancock,C,red spruce,,dominant,,375B,10,A,IO,522455,4890405
375C,Yes,375,Second Island,2013,2013,2013,2007,,coastal,Hancock,C,red spruce,,dominant,,375C,10,A,ER,523195,4888520
376A,Yes,376,Horse Island,2013,2013,2013,2002,,interior,Cumberland,A,eastern white pine,alive - top intact,dominant,,376A,12,A,ER,386158,4858800
377A,Yes,377,,2013,2013,2013,2002,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,377A,12,A,ER,421975,5008616
378A,Yes,378,Love Lake outlet vicinity,2013,2013,2007,2002,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,378A,12,A,ER,616444,4982460
378B,Yes,378,Love Lake outlet vicinity,2013,2013,2013,2013,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,378B,12.5,A,ER,616057,4982004
379A,No,379,,2013,2006,2005,2002,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,379A,12.5,A,IO,430193,4863067
379B,No,379,,2013,2006,2006,2006,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,379B,8.5,A,IO,430394,4863369
379C,Yes,379,,2013,2013,2009,2008,Nest was used only by ospreys during the period 2009 - 2013.,coastal,Sagadahoc,A,eastern white pine,dead - top broken,dominant,,379C,7,A,ER,430558,4863057
379D,Yes,379,,2014,2014,2014,2012,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,379D,12.5,A,ER,430070,4862212
380A,No,380,,2013,2005,2004,2002,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,380A,12,A,IO,432938,4983101
380B,Yes,380,,2014,2014,2014,2007,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,380B,7,A,ER,430816,4981665
381A,Yes,381,Dram Island,2013,2013,2009,2003,,coastal,Washington,C,red spruce,alive - top broken,dominant,,381A,12.5,A,ER,646299,4971740
381B,Yes,381,Little Dram Island,2013,2013,2013,2011,,coastal,Washington,C,eastern white pine,dead - top intact,dominant,,381B,12.5,A,ER,645912,4972024
382A,Yes,382,,2014,2014,2014,2003,,interior,Penobscot,B,eastern white pine,alive - top intact,supercanopy,,382A,12,A,ER,486337,4955890
382B,Yes,382,,2013,2013,NA,2013,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,382B,12.5,A,ER,484113,4955989
383A,Yes,383,,2013,2013,2013,2003,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,383A,12,A,ER,451996,4913290
384A,Yes,384,,2013,2013,2013,2003,,interior,Aroostook,F,eastern white pine,alive - top intact,supercanopy,,384A,12.5,A,ER,581747,5070055
385A,No,385,,2013,2010,2010,2003,,interior,Penobscot,F,eastern white pine,alive - top broken,dominant,,385A,12,A,IO,516431,5053892
385B,Yes,385,,2013,2013,2013,2013,,interior,Penobscot,F,eastern white pine,alive - top broken,dominant,,385B,12.5,A,ER,516449,5053985
386A,No,386,,2013,2009,2005,2003,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,386A,12,A,IO,538954,5026543
386B,No,386,,2013,2011,2011,2006,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,386B,10.5,A,IO,538809,5027178
386C,Yes,386,,2013,2013,2013,2013,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,386C,12.5,A,ER,538813,5026986
387A,No,387,,2013,2011,2010,2002,,interior,Penobscot,F,eastern white pine,alive - top intact,supercanopy,,387A,12,A,IO,543015,5048335
387B,No,387,,2013,1987,2012,1986,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,387B,12,A,IO,542699,5048045
387C,Yes,387,,2013,2013,2013,2013,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,387C,12.5,A,ER,542164,5048167
388A,No,388,,2013,2007,2005,2003,,interior,Piscataquis,F,eastern white pine,alive - top intact,dominant,,388A,12.5,A,IO,502644,5075120
389A,Yes,389,,2013,2013,2013,2003,,interior,Piscataquis,E,eastern white pine,alive - top intact,supercanopy,,389A,12,A,ER,471555,5071090
390A,No,390,,2013,2007,2007,2003,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,390A,12.5,A,IO,485294,5108690
390B,Yes,390,,2013,2013,2013,2008,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,390B,11.5,A,ER,485324,5108995
391A,No,391,Little Babson Island,2013,2003,2004,2003,,coastal,Hancock,C,red spruce,,dominant,,391A,12.5,A,IO,534448,4898640
391B,No,391,Joe's Island,2013,2006,2006,2006,,coastal,Hancock,C,red spruce,,dominant,,391B,10,A,IO,533964,4899889
391C,No,391,Joe's Island,2013,2009,2006,2007,,coastal,Hancock,C,red spruce,fallen,dominant,,391C,2.5,A,IO,533968,4899922
391D,No,391,Little Babson Island,2013,2008,2008,2008,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,391D,10,A,IO,534308,4898746
391E,Yes,391,Lower Torrey Island,2013,2013,2013,2009,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,391E,4,A,ER,533315,4899676
392A,Yes,392,,2014,2014,2014,2003,,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,392A,12.5,A,ER,504118,4959000
393A,Yes,393,,2014,2014,2014,2003,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,393A,12.5,A,ER,523408,4937178
394A,No,394,Carney Island,2013,2004,2003,2003,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,394A,12.5,A,IO,525156,4902140
394B,No,394,Carney Island,2013,2010,2004,2004,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,394B,10,A,IO,525009,4902330
394C,Yes,394,Carney Island,2013,2013,2013,2005,,coastal,Hancock,C,bigtooth aspen,alive - top intact,dominant,,394C,7,A,ER,525128,4902598
395A,No,395,Metenic Island,2013,2006,2005,2003,,coastal,Knox,B,red spruce,alive - top broken,dominant,,395A,12.5,A,IO,489874,4859450
395B,Yes,395,Metenic Island,2013,2013,2013,2006,,coastal,Knox,B,white spruce,alive - top broken,dominant,,395B,10,A,ER,489989,4858972
396A,Yes,396,Bear Island,2013,2013,2013,2003,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,396A,12,A,ER,429110,4847760
397A,No,397,,2013,2005,2005,2003,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,397A,12.5,A,IO,430984,4890992
397B,Yes,397,,2014,2014,2014,2006,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,397B,10,A,ER,430446,4890082
398A,No,398,,2013,2004,2004,2003,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,398A,12,A,IO,363555,4976975
398B,Yes,398,,2013,2013,2013,2009,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,398B,4,A,ER,363521,4976942
399A,Yes,399,,2013,2013,2003,2003,OSPREYS TRADTL & SINCE 2003,interior,Aroostook,G,transmission line pole,,,,399A,12,A,ER,582552,5168290
400A,Yes,400,Hardy Island,2013,2013,2013,2003,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,400A,12.5,A,ER,469087,4874007
401A,No,401,Trafton Island,2013,2004,2005,2003,,coastal,Washington,C,red spruce,alive - top broken,dominant,,401A,12,A,IO,593270,4926304
401B,Yes,401,Trafton Island,2013,2013,2013,2006,,coastal,Washington,C,red spruce,dead - top intact,dominant,,401B,8.5,A,ER,592722,4926204
402A,Yes,402,Marshall Island - Boxam Cove shoreline,2013,2013,2013,2003,,coastal,Hancock,C,red spruce,,dominant,,402A,12.5,A,ER,539131,4883520
403A,No,403,Medomak Pond outlet vicinity - Washington Road area,2013,2010,2008,2003,,interior,Lincoln,B,eastern white pine,alive - top intact,supercanopy,,403A,12.5,A,IO,470017,4893461
403B,Yes,403,Cottage Point,2013,2013,2013,2010,,interior,Lincoln,B,eastern white pine,alive - top intact,dominant,,403B,5,A,ER,470617,4893827
404A,Yes,404,,2013,2013,2013,2003,,interior,Lincoln,B,eastern white pine,alive - top intact,supercanopy,,404A,12.5,A,ER,470567,4904208
405A,Yes,405,,2013,2013,2012,2003,,interior,Androscoggin,D,eastern white pine,alive - top broken,dominant,,405A,12.5,A,ER,404875,4909882
406A,No,406,South Pond outlet,2013,2004,NA,2004,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Knox,B,eastern white pine,alive - top intact,dominant,,406A,12.5,A,IO,476941,4884216
406B,Yes,406,South Pond upland - Finntown Road,2013,2013,2013,2010,,interior,Knox,B,eastern white pine,alive - top intact,dominant,,406B,5,A,ER,476700,4883812
407A,No,407,,2013,2004,2004,2004,,interior,Androscoggin,A,eastern white pine,alive - top intact,supercanopy,,407A,5,A,IO,412182,4890847
407B,Yes,407,,2013,2013,2009,2005,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,407B,5,A,ER,412056,4890969
407C,No,407,,2013,2011,2010,2009,,interior,Androscoggin,A,eastern white pine,alive - top intact,supercanopy,,407C,2,A,IO,412080,4891271
407D,Yes,407,,2014,2013,2013,2011,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,407D,12.5,A,ER,412232,4890970
408A,No,408,,2013,2007,2006,2004,,interior,Androscoggin,A,transmission line pole,,,,408A,10,A,IO,403446,4888746
408B,Yes,408,,2014,2014,2014,2007,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,"Nest tree leader was alive when first used, but it died during the years of eagle nesting activity.",408B,7,A,ER,403079,4889238
408C,No,408,,2013,2010,2010,2010,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,408C,5,A,IO,403005,4889634
408D,No,408,,2013,2012,2012,2012,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,408D,12.5,A,IO,403044,4889583
409A,Yes,409,,2013,2013,2013,2004,,interior,Knox,B,eastern white pine,alive - top intact,supercanopy,,409A,10,A,ER,478436,4893748
410A,No,410,Upper Sister Island,2013,2004,2004,2004,,interior,Kennebec,B,eastern white pine,alive - top broken,dominant,,410A,12,A,IO,427806,4905581
410B,Yes,410,Little Cobbosseecontee Lake shoreline,2013,2013,2008,2006,,interior,Kennebec,B,eastern white pine,alive - top broken,dominant,,410B,10,A,ER,428926,4908583
410C,Yes,410,Little Cobbosseecontee Lake islet,2014,2013,2010,2009,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,410C,4,A,ER,429428,4909192
410D,Yes,410,Hersey Island,2014,2014,2014,2011,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,410D,12.5,A,ER,428977,4907334
411A,No,411,,2013,2006,2013,2004,Occasional occupancy by adult eagle(s) was noted 3 times during the period 2007 - 2013 following destruction of the nest in 2006.,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,411A,12.5,A,IO,455350,4920260
412A,No,412,Kennebec River shoreline,2013,2011,2011,2004,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,412A,10,A,IO,404117,4926699
412B,Yes,412,Kennebec River shoreline,2013,2013,2013,2012,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,412B,12.5,A,ER,404228,4926554
413A,No,413,Shackford Head,2013,2011,2009,2004,,coastal,Washington,C,red spruce,alive - top intact,dominant,"Nest tree leader was alive when first used, but it died during the years of eagle nesting activity.",413A,10,A,IO,656628,4973969
413B,Yes,413,,2013,2013,2013,2013,,coastal,Washington,C,spruce,dead - top intact,dominant,,413B,12.5,A,ER,655344,4972599
414A,No,414,,2013,2009,2008,2004,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,414A,12,A,IO,445201,4957377
414B,Yes,414,,2013,2013,2013,2009,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,414B,4,A,ER,445216,4957465
415A,No,415,,2013,2006,2013,2004,Occasional occupancy by adult eagle(s) was noted 3 times during the period 2007 - 2013 following destruction of the nest in 2006.,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,415A,10,A,IO,431291,4978064
416A,No,416,Birch Point,2013,2011,2011,2004,,interior,Kennebec,B,eastern white pine,alive - top intact,supercanopy,,416A,1.5,A,IO,438397,4931006
416B,Yes,416,Town Farm Road shoreline,2013,2013,2013,2006,,interior,Kennebec,B,eastern white pine,alive - top intact,supercanopy,,416B,10,A,ER,438526,4931487
417A,No,417,Butler Point upland,2013,2004,2003,2002,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,417A,2,A,IO,557891,4934821
417B,Yes,417,Butler Point vicinity,2014,2014,2014,2004,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,417B,10,A,ER,558055,4935046
418A,Yes,418,,2013,2013,2013,2004,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,418A,10,A,ER,601129,4942132
418B,Yes,418,,2013,2013,NA,2004,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,418B,10,A,ER,601408,4942313
418C,Yes,418,,2013,2013,2010,2004,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,418C,10,A,ER,601278,4941741
419A,No,419,Lord Island,2013,2005,2006,2004,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,419A,10,A,IO,595509,4937326
419B,Yes,419,Lord Island,2013,2013,2013,2007,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,419B,1,A,ER,595465,4937357
420A,No,420,Petit Manan Point,2013,2008,2007,2004,,coastal,Washington,C,red spruce,alive - top broken,dominant,,420A,10,A,IO,588050,4919628
420B,No,420,Petit Manan Point,2013,2011,2013,2008,,coastal,Washington,C,red spruce,alive - top intact,dominant,,420B,10,A,IO,588600,4921172
421A,Yes,421,Aunt Mollie Island,2013,2013,2013,2004,,coastal,Hancock,C,northern red oak,alive - top intact,dominant,,421A,10,A,ER,521861,4921804
