"","nest_id","nest_area","lat","long","intact","first_mon","last_mon","last_intact","last_occ","site_name","comments","landscape","county"
"550","628B","628",5049174,537958,"Yes",2013,"2013",2013,2013,"Penobscot River shoreline","","interior","Penobscot"
"551","629A","629",5011724,542758,"Yes",2009,"2013",2013,2013,"","","interior","Penobscot"
"552","630C","630",4897700,416853,"Yes",2012,"2013",2013,2013,"","","interior","Kennebec"
"553","631A","631",4936476,559573,"Yes",2009,"2013",2013,2013,"Julius Darling Point shoreline","","coastal","Hancock"
"554","632B","632",4852054,375797,"Yes",2011,"2013",2013,2013,"Harmon Beach area","","interior","Cumberland"
"555","633C","633",4885922,550837,"Yes",2013,"2013",2013,2013,"Harbor Island","","coastal","Hancock"
"556","634A","634",4901215,438536,"Yes",2010,"2014",2014,2014,"Hunts Hill shoreline","","coastal","Kennebec"
"557","635A","635",4926884,445841,"Yes",2010,"2013",2013,2013,"West River Road shoreline, North Sidney","","coastal","Kennebec"
"558","636A","636",4925585,577794,"Yes",2008,"2013",2013,2013,"","","coastal","Hancock"
"559","637A","637",4853870,420799,"Yes",2010,"2013",2013,2013,"Little Iron Island","","coastal","Cumberland"
"560","638A","638",4903767,458450,"Yes",2010,"2013",2013,2013,"","","interior","Kennebec"
"561","639B","639",4867306,453732,"Yes",2011,"2013",2013,2013,"Merry Island","","coastal","Lincoln"
"562","640A","640",4924188,564472,"Yes",2010,"2013",2013,2013,"Dram Island","","coastal","Hancock"
"563","641A","641",4951027,478663,"Yes",2010,"2013",2013,2013,"Carlton Pond island","","interior","Waldo"
"564","642A","642",5107136,535071,"Yes",2010,"2013",2013,2013,"Upper Shin Pond shoreline","","interior","Penobscot"
"565","643A","643",4951463,449115,"Yes",2010,"2013",2013,2013,"Kennebec River shoreline","","interior","Somerset"
"566","644A","644",4841747,404410,"Yes",2010,"2013",2013,2013,"Clapboard Island","","coastal","Cumberland"
"567","645B","645",4873068,448682,"Yes",2013,"2013",2013,0,"","No documented occupancy by eagles during surveys conducted through 2013 at this nes newly built that year.","coastal","Lincoln"
"568","646A","646",4909400,549771,"Yes",2010,"2013",2013,2013,"","","coastal","Hancock"
"569","647B","647",5177287,571870,"Yes",2013,"2013",2013,2013,"","","interior","Aroostook"
"570","648A","648",5012155,484563,"Yes",2010,"2013",2013,2013,"Pine Island","","interior","Piscataquis"
"571","649B","649",4973383,348648,"Yes",2013,"2013",2013,2013,"Beaver Island","","interior","Oxford"
"572","650B","650",5080295,457120,"Yes",2012,"2013",2013,2013,"Sunset Point vicinity","","interior","Piscataquis"
"573","651A","651",5056510,472568,"Yes",2010,"2013",2013,2013,"Second Inlet shoreline","","interior","Piscataquis"
"574","652A","652",4914023,535101,"Yes",2011,"2013",2013,2012,"The Nub","A traditional osprey nest taken over by eagles but since reverted back to ospreys.","coastal","Hancock"
"575","653A","653",4855761,441180,"Yes",2011,"2013",2013,2011,"Blacksmithshop Ledge","","coastal","Sagadahoc"
"576","654B","654",4919868,487604,"Yes",2012,"2013",2013,2013,"","A traditional osprey nest taken over by eagles.","interior","Waldo"
"577","656A","656",4857029,420472,"Yes",2011,"2013",2013,2013,"Merepoint Neck","","coastal","Cumberland"
"578","657A","657",4927467,390703,"Yes",2011,"2013",2013,2013,"","","interior","Oxford"
"579","659A","659",5014408,458033,"Yes",2011,"2013",2013,2013,"","","interior","Piscataquis"
"580","660A","660",4890357,493793,"Yes",2011,"2013",2013,2013,"","","coastal","Knox"
"581","661A","661",4850360,431593,"Yes",2011,"2013",2013,2013,"","","coastal","Sagadahoc"
"582","662A","662",4841309,427615,"Yes",2011,"2013",2013,2013,"Mark Island","","coastal","Cumberland"
"583","663A","663",4970377,560812,"Yes",2011,"2013",2013,2013,"","","interior","Hancock"
"584","664B","664",4967738,627512,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"585","665A","665",4926348,594184,"Yes",2011,"2013",2013,2013,"Tommy Island","","coastal","Washington"
"586","666C","666",5022850,534716,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"587","667A","667",4900893,371810,"Yes",2011,"2013",2013,2013,"","","interior","Oxford"
"588","668A","668",4982569,568673,"Yes",2011,"2013",2013,2013,"","","interior","Hancock"
"589","669B","669",4893130,551275,"Yes",2013,"2013",2013,2013,"Placentia Island","","coastal","Hancock"
"590","670A","670",5011586,508328,"Yes",2011,"2013",2013,2013,"","","interior","Piscataquis"
"591","671A","671",4916763,421774,"Yes",2011,"2013",2013,2011,"","","interior","Kennebec"
"592","672A","672",4904772,535689,"Yes",2011,"2013",2013,2013,"","","coastal","Hancock"
"593","673A","673",4927800,427053,"Yes",2011,"2013",2013,2013,"Green Island","","interior","Kennebec"
"594","674A","674",5241873,562198,"Yes",2011,"2013",2013,2013,"","","interior","Aroostook"
"595","675A","675",4964171,438798,"Yes",2012,"2013",2013,2013,"","","interior","Somerset"
"596","676A","676",4909768,496468,"Yes",2012,"2013",2013,2013,"Pitcher Pond shoreline -","","coastal","Waldo"
"597","677A","677",4854517,418866,"Yes",2012,"2013",2013,2013,"Mere Point shoreline -","","coastal","Cumberland"
"598","678A","678",4946904,632592,"Yes",2012,"2013",2013,2013,"Sprague Neck","","coastal","Washington"
"599","679A","679",5162424,576380,"Yes",2012,"2013",2013,2013,"","","interior","Aroostook"
"600","680A","680",4931770,450876,"Yes",2012,"2013",2013,2013,"","","interior","Kennebec"
"601","681B","681",4840252,410302,"Yes",2013,"2013",2013,2013,"Hope Island","","coastal","Cumberland"
"602","682A","682",5020151,590537,"Yes",2012,"2013",2013,2013,"","","interior","Washington"
"603","683A","683",4984222,354610,"Yes",2012,"2013",2013,2013,"Birch Island","","interior","Oxford"
"604","684A","684",4953884,513147,"Yes",2013,"2013",2013,2013,"","","coastal","Penobscot"
"605","685A","685",4900351,478251,"Yes",2012,"2013",2013,2013,"Sennebec Pond shoreline - Lodge Lane area","","interior","Knox"
"606","686A","686",4881422,366040,"Yes",2012,"2013",2013,2013,"Loon Island","","interior","Cumberland"
"607","689A","689",4886435,428326,"Yes",2012,"2014",2014,2014,"","","interior","Kennebec"
"608","690B","690",4961585,517720,"Yes",2013,"2014",2014,2014,"","","interior","Penobscot"
"609","691A","691",5007845,395254,"Yes",2012,"2013",2013,2013,"","","interior","Somerset"
"610","692A","692",4945771,536957,"Yes",2013,"2013",2013,2013,"","","interior","Hancock"
"611","693A","693",4954310,626983,"Yes",2012,"2013",2013,2013,"The Rim vicinity","","coastal","Washington"
"612","694A","694",4971005,647396,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"613","695C","695",4974503,643977,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"614","696A","696",4922768,542814,"Yes",2013,"2013",2013,2013,"Newbury Neck Road shoreline","","coastal","Hancock"
"615","697B","697",4922334,592271,"Yes",2011,"2013",2013,2011,"Major's Head","","coastal","Washington"
"616","698A","698",5010045,467583,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"617","699A","699",4939681,568149,"Yes",2013,"2013",2013,2013,"","","interior","Hancock"
"618","700A","700",4964943,577926,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"619","701A","701",4979117,554935,"Yes",2013,"2013",2013,2013,"","","interior","Hancock"
"620","702A","702",5015762,577136,"Yes",2012,"2013",2013,2013,"Bottle Island","","interior","Penobscot"
"621","703A","703",5006156,622960,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"622","704A","704",5021757,432809,"Yes",2013,"2013",2013,2013,"","","interior","Somerset"
"623","705A","705",4882567,464671,"Yes",2013,"2013",2013,2013,"","","interior","Lincoln"
"624","706D","706",4972447,642791,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"625","707B","707",4970788,657006,"Yes",2013,"2013",2013,2013,"Rodgers Island","","coastal","Washington"
"626","708B","708",5116697,506285,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"627","709A","709",4976121,648376,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"628","710A","710",4939432,624800,"Yes",2013,"2013",2013,2013,"Hickey Island","","coastal","Washington"
"629","711A","711",4883235,350894,"Yes",2013,"2013",2013,2013,"","","interior","Oxford"
"630","712B","712",5092937,410790,"Yes",2013,"2013",2013,0,"","No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Somerset"
"631","713A","713",5111772,449210,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"632","714A","714",5122644,462227,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"633","715A","715",5150066,560768,"Yes",2013,"2013",2013,2013,"","","interior","Aroostook"
"634","716A","716",5088316,485919,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"635","717A","717",4982337,577882,"Yes",2013,"2013",2013,2013,"","","interior","Hancock"
"636","718A","718",4973064,612902,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"637","719A","719",4909089,413188,"Yes",2013,"2013",2013,2013,"","","interior","Kennebec"
"638","720A","720",4967453,363321,"Yes",2013,"2013",2013,2013,"","","interior","Franklin"
"639","721A","721",4992260,526800,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"640","722A","722",5026663,469415,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"641","723A","723",5005939,495036,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"642","724A","724",5014148,518879,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"643","725A","725",4963076,409173,"Yes",2013,"2013",2013,2013,"","","interior","Franklin"
"644","726A","726",4945508,524976,"Yes",2013,"2013",2013,2013,"","","interior","Hancock"
"645","727A","727",4893271,552994,"Yes",2013,"2013",2013,2013,"Little Gott Island","","coastal","Hancock"
"646","728A","728",4976622,478589,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"647","729A","729",5042764,591889,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"648","730A","730",5102030,465796,"Yes",2013,"2013",2013,2013,"Brandy Pond inlet","","interior","Piscataquis"
"649","731A","731",4911835,466364,"Yes",2013,"2013",2013,2013,"sheepscott","","interior","Waldo"
"650","732A","732",4913189,476451,"Yes",2013,"2013",2013,2013,"crawford","","interior","Waldo"
"651","733A","733",4877722,380175,"Yes",2013,"2013",2013,2013,"thompson","","interior","Oxford"
"652","734B","734",4869901,383014,"Yes",2013,"2013",2013,2013,"crescent island","","interior","Cumberland"
"653","735A","735",5086550,528212,"Yes",2013,"2013",2013,2013,"East Branch of Penobscot River - mouth of Seboeis River","","interior","Penobscot"
"654","736A","736",4989947,525339,"Yes",2013,"2013",2013,2013,"ARGYLE UPLAND","","interior","Penobscot"
"655","737A","737",5005170,560482,"Yes",2013,"2013",2013,0,"","No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Hancock"
"656","738A","738",4999601,589101,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"657","739A","739",5175514,521043,"Yes",2013,"2013",2013,2013,"","","interior","Aroostook"
"658","740A","740",5128183,469259,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"659","741A","741",5149558,453255,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"660","742A","742",5087912,559061,"Yes",2013,"2013",2013,2013,"","","interior","Aroostook"
"661","743B","743",5006142,607501,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"662","744A","744",4926107,559225,"Yes",2013,"2013",2013,2013,"","","coastal","Hancock"
"663","745A","745",4877519,458046,"Yes",2014,"2014",2014,2014,"Tappen Island","","coastal","Lincoln"
