dates QC,Field1,Plot QA/QC,ObsID,SignProtection?,Landowner,PK_NestSite,IntactDuringLastYearObs?,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,EH,FK_Geocode,County,IFWRegion,State/Province,Species,DBH,DateSiteEvaluation,TreeCondition,NestTreeStandProminence,NestTreeComments,Former MDIFW nest #,EO Code - #,Former USFWS nest #,Former NAS nest #,Comments nest # change,Former USFWS nest #1,Former NAS nest #1,Comments nest # change1,Former USFWS nest #11,Former NAS nest #11,Comments nest # change11,Edits?
FALSE,,TRUE,2197,,,253A,No,253,Sheep Island,2013,2000,1996,1995,,coastal,BE253A,13090,Knox,B,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-638,,,,,,,,,,
FALSE,,TRUE,2238,,,253B,No,253,Sheep Island,2013,2000,1999,1998,,coastal,BE253B,13090,Knox,B,ME,red spruce,,,,,,,ABNKC10010-679,,,,,,,,,,
FALSE,,TRUE,2163,,,254A,No,254,Marsh Head,2013,1998,1996,1994,,coastal,BE254A,9090,Hancock,C,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-604,,,,,,,,,,
FALSE,,TRUE,2227,,,254B,No,254,Marsh Head,2013,2000,1997,1997,,coastal,BE254B,9090,Hancock,C,ME,red spruce,,,,,,,ABNKC10010-668,,,,,,,,,,
FALSE,,TRUE,2246,,,254C,Yes,254,Fish Point vicinity,2013,2013,2010,1998,,coastal,BE254C,9090,Hancock,C,ME,red spruce,,,,,,,ABNKC10010-687,,,,,,,,,,
FALSE,,TRUE,2270,,,254D,No,254,Fish Point vicinity,2013,1998,,1998,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE254D,9090,Hancock,C,ME,red spruce,,,,,,,ABNKC10010-711,,,,,,,,,,
FALSE,,TRUE,2320,,,254E,No,254,Fish Point vicinity,2013,2000,2000,2000,,coastal,BE254E,9090,Hancock,C,ME,yellow birch,,,alive - top intact,,,,ABNKC10010-761,,,,,,,,,,
FALSE,,TRUE,4970,,,254F,No,254,Fish Point vicinity,2013,2007,2007,2001,,coastal,BE254F,9090,Hancock,C,ME,red spruce,,,,,,,,,,,,,,,,,
TRUE,,TRUE,8133,,,254G,Yes,254,Fish Point vicinity,2013,2013,2013,2013,,coastal,BE254G,9090,Hancock,C,ME,red spruce,,,alive - top broken,co-dominant,,,,,,,,,,,,,
FALSE,,TRUE,2164,,,255A,No,255,,2013,2008,2013,1995,,coastal,BE255A,29802,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-605,,,,,,,,,,
FALSE,,TRUE,2165,,,256A,No,256,,2013,1997,1995,1995,,interior,BE256A,29832,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-606,,,,,,,,,,
FALSE,,TRUE,2166,,,256B,No,256,,2013,1997,,1995,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,BE256B,29832,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-607,,,,,,,,,,
FALSE,,TRUE,2167,,,256C,Yes,256,,2013,2013,2013,1996,,interior,BE256C,29832,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-608,,,,,,,,,,
FALSE,,TRUE,4864,,,256D,No,256,,2013,2005,2000,2000,,interior,BE256D,29832,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-773,,,,,,,,,,
FALSE,,TRUE,1867,,,257A,Yes,257,Doughty Island,2013,2013,2013,1995,,coastal,BE257A,5110,Cumberland,A,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-308,,,,,,,,,,
FALSE,,TRUE,3847,,,257B,Yes,257,,2013,2013,2009,2008,,coastal,BE257B,5110,Cumberland,A,ME,eastern white pine,,,alive - top broken,,,,,,,,,,,,,,
FALSE,,TRUE,1975,,,258A,Yes,258,,2013,2013,2013,1995,,interior,BE258A,19826,Penobscot,F,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-416,,,,,,,,,,
FALSE,,TRUE,2201,,,258B,No,258,,2013,1999,1998,1996,,interior,BE258B,19826,Penobscot,F,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-642,,,,,,,,,,
FALSE,,TRUE,2168,,,259A,No,259,,2013,1998,1999,1995,,interior,BE259A,29832,Washington,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-609,,,,,,,,,,
FALSE,,TRUE,2327,,,259B,No,259,,2013,2005,2005,2000,,interior,BE259B,29832,Washington,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-768,,,,,,,,,,
FALSE,,FALSE,4862,,,259C,No,259,,2013,2009,2009,2006,,interior,BE259C,29220,Washington,C,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
TRUE,,FALSE,8134,,,259D,Yes,259,,2013,2013,2013,2013,,interior,BE259D,29220,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2169,,,260A,No,260,,2013,2009,2008,1995,,interior,BE260A,29832,Washington,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-610,,,,,,,,,,
FALSE,,TRUE,4865,,,260B,Yes,260,,2013,2013,2013,2009,,interior,BE260B,29832,Washington,C,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2203,,,261A,No,261,,2013,1995,2004,1995,,coastal,BE261A,9330,Hancock,C,ME,eastern white pine,,,alive - top broken,,,,ABNKC10010-644,,,,,,,,,,
FALSE,,TRUE,2133,,,262A,No,262,"West River Road shoreline, North Sidney",2013,2004,2004,1996,,coastal,BE262A,11210,Kennebec,B,ME,eastern white pine,68.8,,alive - top intact,dominant,,,ABNKC10010-574,,,,,,,,,,
FALSE,,TRUE,3913,,,262B,No,262,"West River Road upland, North Sidney",2013,2011,2011,2005,,coastal,BE262B,11210,Kennebec,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,7593,,,262C,Yes,262,"West River Road upland, North Sidney",2013,2013,2013,2012,,coastal,BE262C,11210,Kennebec,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,1973,,,263A,No,263,Freds Islands,2013,2004,2005,1989,,coastal,BE263A,29811,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,063D,ABNKC10010-414,,,"Site was initially monitored as part of nesting area #63 from 1989 through 1995, but distinct eagle pairs were documented starting in 1996.",,,,,,,
FALSE,,TRUE,4589,,,263B,No,263,Fields Point,2013,2010,2011,2006,,coastal,BE263B,29804,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,8135,yes,MDIFW:  Coast of Maine WMA,263C,Yes,263,Freds Islands,2013,2013,2013,2013,,coastal,BE263C,29811,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2176,,,264A,Yes,264,,2013,2013,2013,1996,,interior,BE264A,21843,Piscataquis,E,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-617,,,,,,,,,,
FALSE,,TRUE,2170,,,265A,No,265,Browney Island,2013,1998,1999,1996,,coastal,BE265A,29050,Washington,C,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-611,,,,,,,,,,
TRUE,,TRUE,8136,,,265B,Yes,265,Browney Island,2013,2013,2013,2013,,coastal,BE265B,29050,Washington,C,ME,red spruce,,,alive - top broken,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2171,,,266A,No,266,,2013,2009,2004,1996,,interior,BE266A,29030,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-612,,,,,,,,,,
FALSE,,TRUE,4561,,,266B,Yes,266,,2013,2013,2009,2009,,interior,BE266B,29030,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2172,,,267A,No,267,Bois Bubert Island,2013,2003,2003,1996,,coastal,BE267A,29310,Washington,C,ME,red spruce,,,,dominant,,,ABNKC10010-613,,,,,,,,,,
FALSE,,TRUE,4130,,,267B,Yes,267,Bois Bubert Island,2013,2013,2013,2004,,coastal,BE267B,29310,Washington,C,ME,red spruce,,,,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2207,,,268A,No,268,Fogg Point,2013,2006,2000,1996,,coastal,BE268A,5080,Cumberland,A,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-648,,,,,,,,,,
FALSE,,TRUE,3833,,,268B,No,268,Lanes Island,2013,2009,2009,2001,,coastal,BE268B,5260,Cumberland,A,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,3816,yes:  portion of island due,MCHT?,268C,Yes,268,Lanes Island,2013,2013,2013,2008,,coastal,BE268C,5260,Cumberland,A,ME,northern red oak,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2206,,,269A,No,269,,2013,2001,1999,1996,,interior,BE269A,19620,Penobscot,F,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-647,,,,,,,,,,
FALSE,,TRUE,2358,,,269B,Yes,269,,2013,2013,2013,2000,,interior,BE269B,19620,Penobscot,F,ME,northern red oak,,,alive - top intact,dominant,,,ABNKC10010-799,,,,,,,,,,
FALSE,,TRUE,3982,,,269C,Yes,269,,2013,2013,2009,2003,,interior,BE269C,19620,Penobscot,F,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2229,,,270A,No,270,,2013,1998,1998,1997,,interior,BE270A,27240,Waldo,B,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-670,,,,,,,,,,
FALSE,,TRUE,2305,,,270B,No,270,,2013,2000,2000,1999,,interior,BE270B,27240,Waldo,B,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-746,,,,,,,,,,
FALSE,,TRUE,3953,,,270C,No,270,,2013,2008,2003,2001,,interior,BE270C,27240,Waldo,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,3940,,,270D,No,270,,2013,2009,2004,2004,,interior,BE270D,27240,Waldo,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,3941,,,270E,No,270,,2013,2010,2008,2005,,interior,BE270E,27240,Waldo,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,3942,,,270F,Yes,270,,2013,2013,2013,2009,,interior,BE270F,27240,Waldo,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2231,,,271A,No,271,,2013,2008,2003,1997,,interior,BE271A,27210,Knox,B,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-672,,,,,,,,,,
FALSE,,TRUE,4092,,,271B,Yes,271,,2013,2013,2012,2004,,interior,BE271B,27210,Knox,B,ME,eastern white pine,55.7,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,8137,,,271C,Yes,271,,2014,2014,2014,2013,,interior,BE271C,27210,Waldo,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2190,,,272A,No,272,Hunter Road shoreline,2013,2006,2004,1997,,coastal,BE272A,15070,Lincoln,B,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-631,,,,,,,,,,
FALSE,,TRUE,4753,,,272B,No,272,Hunter Road vicinity shoreline,2013,2002,2002,2002,,coastal,BE272B,15070,Lincoln,B,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,4840,,,272C,Yes,272,Middle Road shoreline,2014,2014,2014,2005,,coastal,BE272C,15070,Lincoln,B,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,5731,,,272D,No,272,,2014,2013,2013,2011,,coastal,BE272D,15070,Lincoln,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2256,,,273A,Yes,273,,2013,2013,2006,1998,,coastal,BE273A,29070,Washington,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-697,,,,,,,,,,
FALSE,,TRUE,4567,,,273B,Yes,273,,2013,2013,2013,2007,,coastal,BE273B,29070,Washington,C,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2237,,,274A,No,274,,2014,1998,1998,1998,,interior,BE274A,1030,Androscoggin,A,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-678,,,,,,,,,,
FALSE,,TRUE,2275,,,274B,Yes,274,,2014,2014,2014,1999,,interior,BE274B,1030,Androscoggin,A,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-716,,,,,,,,,,
FALSE,,TRUE,2258,,,275A,No,275,Fay Scott Bog shoreline,2013,1998,1998,1998,,interior,BE275A,19140,Penobscot,B,ME,eastern white pine,,,,,,,ABNKC10010-699,,,,,,,,,,
FALSE,,TRUE,2282,,,275B,No,275,Fay Scott Bog shoreline,2013,2008,2008,1999,,interior,BE275B,19140,Penobscot,B,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-723,,,,,,,,,,
FALSE,,TRUE,2310,,,275C,No,275,,2013,2002,2000,2000,,interior,BE275C,19120,Penobscot,B,ME,transmission line pole,,,,,,,ABNKC10010-751,,,,,,,,,,
FALSE,,TRUE,3952,,,275D,Yes,275,,2014,2014,2014,2009,,interior,BE275D,19140,Penobscot,B,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,6798,,,275E,Yes,275,,2013,2013,,2012,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,BE275E,19140,Penobscot,B,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2255,,,276A,No,276,Greens Island,2013,2003,1999,1998,,coastal,BE276A,13160,Knox,B,ME,red spruce,,,,,,,ABNKC10010-696,,,,,,,,,,
FALSE,,TRUE,2259,,,276B,No,276,Greens Island,2013,2000,,1998,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE276B,13160,Knox,B,ME,red spruce,,,,,,,ABNKC10010-700,,,,,,,,,,
FALSE,,TRUE,2322,,,276C,No,276,Greens Island - Heron Neck,2013,2002,2002,2000,,coastal,BE276C,13160,Knox,B,ME,red spruce,,,,,,,ABNKC10010-763,,,,,,,,,,
FALSE,,TRUE,4735,,,276D,Yes,276,Greens Island - Heron Neck,2013,2013,2013,2003,,coastal,BE276D,13160,Knox,B,ME,red spruce,,,,,,,,,,,,,,,,,
FALSE,,TRUE,2253,,,277A,No,277,,2013,2012,2012,1998,,interior,BE277A,19480,Penobscot,F,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-694,,,,,,,,,,
TRUE,,TRUE,8032,,,277B,Yes,277,,2013,2013,2013,2013,,interior,BE277B,19430,Penobscot,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2266,,,278A,Yes,278,,2014,2014,2001,1998,,interior,BE278A,11040,Kennebec,B,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-707,,,,,,,,,,
FALSE,,TRUE,3934,,,278B,Yes,278,,2014,2014,2005,2002,,interior,BE278B,11040,Kennebec,B,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,3932,,,278C,Yes,278,,2014,2014,2014,2014,,interior,BE278C,11040,Kennebec,B,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2263,,,279A,No,279,,2013,2002,2002,1998,,interior,BE279A,3838,Aroostook,G,ME,eastern white pine,,,alive - top broken,,,,ABNKC10010-704,,,,,,,,,,
FALSE,,TRUE,2294,,,279B,No,279,,2013,1999,1999,1999,,interior,BE279B,21887,Piscataquis,G,ME,eastern white pine,,,alive - top broken,,,,ABNKC10010-735,,,,,,,,,,
FALSE,,TRUE,4060,,,279C,Yes,279,,2013,2013,2009,2003,,interior,BE279C,3838,Aroostook,G,ME,eastern white pine,106,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2257,,,280A,Yes,280,,2013,2013,2013,1998,,interior,BE280A,21000,Piscataquis,E,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-698,,,,,,,,,,
FALSE,,TRUE,2101,,,281A,Yes,281,"""Old"" Flagstaff Lake islands",2013,2013,2013,1994,,interior,BE281A,25823,Somerset,D,ME,eastern white pine,,,alive - top intact,,,156C,ABNKC10010-542,,,,,,,,,,
FALSE,,TRUE,2267,,,282A,Yes,282,,2014,2014,2014,1998,,interior,BE282A,17260,Oxford,D,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-708,,,,,,,,,,
FALSE,,TRUE,2262,,,283A,No,283,,2013,2003,2003,1998,,interior,BE283A,29817,Washington,F,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-703,,,,,,,,,,
FALSE,,TRUE,4813,,,283B,Yes,283,,2013,2013,2013,2004,,interior,BE283B,29817,Washington,F,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2261,,,284A,No,284,,2013,2001,2008,1998,,interior,BE284A,19836,Penobscot,G,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-702,,,,,,,,,,
FALSE,,TRUE,2271,,,285A,Yes,285,,2013,2013,2000,1998,,interior,BE285A,21833,Piscataquis,F,ME,eastern white pine,,,alive - top broken,,,,ABNKC10010-712,,,,,,,,,,
FALSE,,TRUE,4004,,,285B,No,285,,2013,2010,2009,2001,,interior,BE285B,21833,Piscataquis,F,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
TRUE,,TRUE,8139,,,285C,Yes,285,,2013,2013,,2013,,interior,BE285C,21833,Piscataquis,F,ME,eastern white pine,,,alive - top broken,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2269,,,286A,Yes,286,Leland Point,2013,2013,2013,1998,,coastal,BE286A,9030,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-710,,,,,,,,,,
FALSE,,TRUE,2283,,,287A,No,287,Coswell Road shoreline,2014,2004,2004,1999,,interior,BE287A,11200,Kennebec,B,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-724,,,,,,,,,,
FALSE,,TRUE,3923,,,287B,Yes,287,Little North Pond peninsula,2014,2014,2014,2005,,interior,BE287B,11200,Kennebec,B,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,3924,,,287C,No,287,Coswell Road upland,2014,2006,2006,2006,,interior,BE287C,11200,Kennebec,B,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2298,,,288A,No,288,,2013,2007,2007,1999,,coastal,BE288A,29240,Washington,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-739,,,,,,,,,,
FALSE,,TRUE,4525,,,288B,Yes,288,,2013,2013,2011,2008,,coastal,BE288B,29240,Washington,C,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
TRUE,,TRUE,8140,,,288C,Yes,288,,2013,2013,2013,2013,,coastal,BE288C,29240,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2198,,,289A,No,289,,2013,2007,2003,2005,,interior,BE289A,19440,Penobscot,F,ME,eastern white pine,,,alive - top intact,,,"236B (1995), 214C (1996-1999)",ABNKC10010-621,,,,,,,,,,
FALSE,,TRUE,1840,,,289B,No,289,,2013,1963,1963,1962,,interior,BE289B,19814,Penobscot,F,ME,northern red oak,76.2,7/9/1980,alive - top intact,dominant,,098B,ABNKC10010-281,,PE-2 (< 1971),,,,,,,,
FALSE,,TRUE,3997,,,289C,Yes,289,,2013,2013,2013,2004,,interior,BE289C,19440,Penobscot,F,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2276,,,290A,No,290,Weasel Point,2013,2005,2005,1999,,coastal,BE290A,23060,Sagadahoc,A,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-717,,,,,,,,,,
FALSE,,TRUE,3859,,,290B,No,290,Weasel Point,2013,2011,2011,2006,,coastal,BE290B,23060,Sagadahoc,A,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
TRUE,,TRUE,8141,,,290C,Yes,290,Weasel Point area,2013,2013,2013,2013,,coastal,BE290C,23060,Sagadahoc,A,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2287,,,291A,Yes,291,,2013,2013,2013,1999,,interior,BE291A,25310,Somerset,D,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-728,,,,,,,,,,
FALSE,,TRUE,2284,,,292A,No,292,Outer Heron Island,2013,1999,1999,1999,,coastal,BE292A,15020,Lincoln,B,ME,red spruce,,,dead - top broken,,,,ABNKC10010-725,,,,,,,,,,
FALSE,,TRUE,2313,,,292B,No,292,Outer Heron Island,2013,2007,2007,2000,,coastal,BE292B,15020,Lincoln,B,ME,red spruce,,,alive - top broken,,,,ABNKC10010-754,,,,,,,,,,
FALSE,,TRUE,3863,,,292C,Yes,292,Outer Heron Island,2013,2013,2013,2009,,coastal,BE292C,15020,Lincoln,B,ME,red spruce,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,5309,,,292D,No,292,Outer Heron Island,2013,2010,2010,2010,,coastal,BE292D,15020,Lincoln,B,ME,red spruce,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,1611,,,293A,No,293,,2013,1975,,1972,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE293A,9260,Hancock,C,ME,eastern white pine,107.2,6/20/1977,alive - top intact,dominant,,021A (1977 - 1998),ABNKC10010-052,56 (1972 - 1973); 25 (1974 - 1976),,,,,,,,,
FALSE,,TRUE,4893,,,293B,Yes,293,,2013,2013,2013,1999,,coastal,BE293B,9260,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-737,,,,,,,,,,
FALSE,,TRUE,2285,,,294A,Yes,294,,2013,2013,2006,1999,,coastal,BE294A,13160,Knox,B,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-726,,,,,,,,,,
FALSE,,TRUE,4725,,,294B,Yes,294,Spectacle Island,2013,2013,2013,2007,,coastal,BE294B,13160,Knox,B,ME,red spruce,,,,,,,,,,,,,,,,,
FALSE,,TRUE,2286,,,295A,No,295,Ram Island,2013,2000,2000,1999,,coastal,BE295A,13040,Knox,B,ME,red spruce,,,,,,,ABNKC10010-727,,,,,,,,,,
FALSE,,TRUE,4803,,,295B,No,295,Sand Island,2013,2010,2010,2001,,coastal,BE295B,13040,Knox,B,ME,red spruce,,,,,,,,,,,,,,,,,
TRUE,,TRUE,8142,,,295C,Yes,295,Ram Island,2013,2013,2013,2013,,coastal,BE295C,13040,Knox,B,ME,red spruce,,,alive - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2292,,,296A,No,296,,2013,2012,2012,1999,,interior,BE296A,9815,Hancock,F,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-733,,,,,,,,,,
FALSE,,TRUE,2303,,,297A,No,297,Turtle Island,2013,1999,,1999,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE297A,9370,Hancock,C,ME,red spruce,,,,,,,ABNKC10010-744,,,,,,,,,,
FALSE,,TRUE,2318,,,297B,No,297,Turtle Island,2013,2010,2004,2000,,coastal,BE297B,9370,Hancock,C,ME,red spruce,,,,,,,ABNKC10010-759,,,,,,,,,,
FALSE,,TRUE,4110,,,297C,Yes,297,Turtle Island,2013,2013,2013,2005,,coastal,BE297C,9370,Hancock,C,ME,red spruce,,,,,,,,,,,,,,,,,
FALSE,,TRUE,2314,,,298A,No,298,Yellow Head,2013,2000,2000,2000,,coastal,BE298A,29280,Washington,C,ME,red spruce,,,,,,,ABNKC10010-755,,,,,,,,,,
FALSE,,TRUE,4661,,,298B,No,298,Bar Island,2013,2002,2001,2001,,coastal,BE298B,29280,Washington,C,ME,red spruce,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,4660,,,298C,Yes,298,Bare Island,2013,2013,2013,2003,,coastal,BE298C,29280,Washington,C,ME,red spruce,,,,,,,,,,,,,,,,,
FALSE,,TRUE,2323,,,299A,Yes,299,,2013,2013,2013,2000,,interior,BE299A,3816,Aroostook,F,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-764,,,,,,,,,,
FALSE,,TRUE,4102,,,300A,No,300,Big Heath vicinity,2013,2007,2004,2000,,coastal,BE300A,9340,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-771,,,,,,,,,,
TRUE,,FALSE,8143,,,300B,Yes,300,Weymouth Point vicinity,2013,2013,2013,2013,,coastal,BE300B,9310,Hancock,C,ME,eastern white pine,,,dead - top intact,dominant,,,,,,,,,,,,,
FALSE,,TRUE,2328,,,301A,No,301,,2013,2006,2001,2000,,interior,BE301A,25860,Somerset,D,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-769,,,,,,,,,,
FALSE,,TRUE,3956,,,301B,No,301,Henhawk Island,2013,2010,2010,2004,,interior,BE301B,25860,Somerset,D,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,5768,,,301C,Yes,301,Henhawk Island,2013,2013,2013,2011,,interior,BE301C,25860,Somerset,D,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,2329,,,302A,Yes,302,,2013,2013,2013,2000,,interior,BE302A,25819,Somerset,D,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-770,,,,,,,,,,
FALSE,,TRUE,2333,,,303A,No,303,Outer Porcupine Island,2014,2007,2006,2000,,coastal,BE303A,9110,Hancock,C,ME,red spruce,,,alive - top intact,,,,ABNKC10010-774,,,,,,,,,,
FALSE,,TRUE,4700,,,303B,No,303,Inner Porcupine Island,2013,2011,2008,2007,,coastal,BE303B,9110,Hancock,C,ME,red spruce,,,dead - top broken,,,,,,,,,,,,,,
FALSE,,TRUE,4701,,,303C,Yes,303,Outer Porcupine Island,2014,2014,2014,2009,,coastal,BE303C,9110,Hancock,C,ME,red spruce,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,1833,,,304A,No,304,Tarbox Island,2013,1982,1982,1975,,interior,BE304A,19190,Penobscot,F,ME,eastern white pine,102.6,7/5/1977,dead - top intact,supercanopy,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,095A,ABNKC10010-274,78A (1975 - 1976),,,,,,,,,
FALSE,,TRUE,2325,,,304B,No,304,,2013,2008,2006,2000,,interior,BE304B,19190,Penobscot,F,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-766,,,,,,,,,,
FALSE,,TRUE,3970,,,304C,No,304,Thorofare Island,2013,2005,2003,2003,,interior,BE304C,19190,Penobscot,F,ME,northern red oak,,,alive - top intact,,,,,,,,,,,,,,
FALSE,,TRUE,3971,,,304D,Yes,304,Tarbox Island,2013,2013,2013,2007,,interior,BE304D,19190,Penobscot,F,ME,northern red oak,,,,,,,,,,,,,,,,,
FALSE,,TRUE,2338,,,305A,Yes,305,,2014,2014,2014,2000,,interior,BE305A,19180,Penobscot,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-779,,,,,,,,,,
FALSE,,TRUE,2343,,,306A,No,306,Crane Island,2013,2009,2004,2000,,interior,BE306A,13020,Knox,B,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-784,,,,,,,,,,
