"","dates.QC","Field1","Plot.QA.QC","ObsID","SignProtection.","Landowner","PK_NestSite","IntactDuringLastYearObs.","FK_NestArea","NestSiteName","YearLastMonitored","YearLastNestIntact","YearLastEagleOccupancy","YearFirstMonitored","HistoryComments","LandscapeHabitat","EH","FK_Geocode","County","IFWRegion","State.Province","Species","DBH","DateSiteEvaluation","TreeCondition","NestTreeStandProminence","NestTreeComments","Former.MDIFW.nest..","EO.Code....","Former.USFWS.nest..","Former.NAS.nest..","Comments.nest...change","Former.USFWS.nest..1","Former.NAS.nest..1","Comments.nest...change1","Former.USFWS.nest..11","Former.NAS.nest..11","Comments.nest...change11","Edits.","nest_id","OBJECTID","PointID","Accuracy","Type","ObsID_1","EO_ID","Year","Month","Day","TimeStart","TimeEnd","UseID","ExtDB","ExtDBID","ExtJoinFie","ExtJoinVal","POINT_X","POINT_Y"
"256",FALSE,NA,TRUE,1731,"","","057D","No",57,"Salt Island",2013,1994,1987,1985,"","coastal","BE057D",29280,"Washington","C","ME","red spruce",NA,"","alive - top broken","dominant","","","ABNKC10010-172","","","",NA,NA,NA,NA,NA,NA,"","057D",3815,"Point_1731",12,"Animal Location",1731,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","057D",630258,4947260
"257",FALSE,NA,TRUE,4659,"","MDIFW:  Coast of Maine WMA","057E","Yes",57,"Salt Island",2013,2013,2013,2004,"","coastal","BE057E",29280,"Washington","C","ME","red spruce",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","057E",3816,"Point_4378",10,"Animal Location",4659,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","057E",629552.967306,4947117.51843
"258",FALSE,NA,TRUE,1732,"","","058A","No",58,"Meserve Head vicinity",2013,1977,1976,1966,"","coastal","BE058A",29270,"Washington","C","ME","eastern white pine",114.9,"6/16/1977","alive - top broken","dominant","","","ABNKC10010-173","27 (1972); 27-1 (1973); 53 (1974 - 1976)","WA-3B, WA-20 (< 1971)","",NA,NA,NA,NA,NA,NA,"","058A",3807,"Point_1732",12,"Animal Location",1732,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","058A",623573.662732,4952448.27525
"259",FALSE,NA,TRUE,1733,"","","058B","No",58,"Meserve Head",2013,1994,1985,1964,"","coastal","BE058B",29270,"Washington","C","ME","eastern white pine",99,"6/16/1977","alive - top intact","dominant","","","ABNKC10010-174","27-2 (1973); 53-1 (1974 - 1976)","WA-3A (< 1971)","",NA,NA,NA,NA,NA,NA,"","058B",3806,"Point_1733",12,"Animal Location",1733,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","058B",623840.827628,4952379.14143
"260",FALSE,NA,TRUE,1734,"","","058C","No",58,"Meserve Head vicinity",2013,1970,1970,1962,"","coastal","BE058C",29270,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","Nest tree leader is dead above nest level.","","ABNKC10010-175","","WA-3 (< 1971)","",NA,NA,NA,NA,NA,NA,"","058C",3808,"Point_1734",12,"Animal Location",1734,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","058C",623152.738909,4952433.88585
"261",FALSE,NA,TRUE,1735,"","","058D","No",58,"Libbry Brook upland",2013,1986,1984,1983,"","coastal","BE058D",29270,"Washington","C","ME","eastern white pine",NA,"","","","","","ABNKC10010-176","","","",NA,NA,NA,NA,NA,NA,"","058D",3804,"Point_1735",12,"Animal Location",1735,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","058D",624647.991016,4951171.59751
"262",FALSE,NA,TRUE,1736,"","","058E","Yes",58,"Meserve Head vicinity",2013,2013,2013,1986,"","coastal","BE058E",29270,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-177","","","",NA,NA,NA,NA,NA,NA,"","058E",3809,"Point_1736",12,"Animal Location",1736,292,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","058E",623284.500742,4952350.39811
"263",FALSE,NA,TRUE,2222,"","","058F","No",58,"Meserve Head",2013,1998,1998,1997,"","coastal","BE058F",29270,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-663","","","",NA,NA,NA,NA,NA,NA,"","058F",3805,"Point_2222",12,"Animal Location",2222,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","058F",623896.094009,4952483.54527
"264",FALSE,NA,TRUE,1737,"","","059A","No",59,"Hadley Lake northwestern shoreline",2013,1972,NA,1972,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","BE059A",29200,"Washington","C","ME","sugar maple",NA,"","alive - top intact","dominant","","","ABNKC10010-178","29-1 (1972 - 1973); 54 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","059A",4409,"Point_1737",12,"Animal Location",1737,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","059A",620379,4961040
"265",FALSE,NA,TRUE,1738,"","","059B","No",59,"Hadley Lake northwestern shoreline",2013,1973,1970,1969,"","interior","BE059B",29200,"Washington","C","ME","sugar maple",NA,"","alive - top intact","dominant","","","ABNKC10010-179","29-2 (1972 - 1973); 54-1 (1974 - 1976)","WA-28 (< 1971)","",NA,NA,NA,NA,NA,NA,"","059B",4410,"Point_1738",12,"Animal Location",1738,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","059B",620621,4960770
"266",FALSE,NA,TRUE,1739,"","","059C","No",59,"Hadley Lake inlet",2013,2006,2000,1982,"","interior","BE059C",29200,"Washington","C","ME","eastern white pine",NA,"","alive - top broken","dominant","","","ABNKC10010-180","","","",NA,NA,NA,NA,NA,NA,"","059C",4408,"Point_1739",12,"Animal Location",1739,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","059C",620047.234663,4962441.45107
"267",FALSE,NA,TRUE,4997,"","","059D","Yes",59,"Hadley Lake inlet",2013,2013,2013,2001,"","interior","BE059D",29200,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","059D",4411,"Point_4753",12.5,"Animal Location",4997,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","059D",620176,4962250
"268",FALSE,NA,TRUE,1740,"","","060A","No",60,"Gardner Lake island",2013,1985,1987,1974,"","interior","BE060A",29810,"Washington","C","ME","sugar maple",54.4,"7/28/1978","alive - top intact","dominant","","","ABNKC10010-181","54A (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","060A",3750,"Point_1740",12,"Animal Location",1740,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","060A",630018.482231,4961195.261
"269",FALSE,NA,TRUE,1968,"","","060B","No",60,"Gardner Lake island",2013,1995,1994,1989,"","interior","BE060B",29810,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-409","","","",NA,NA,NA,NA,NA,NA,"","060B",3751,"Point_1968",12,"Animal Location",1968,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","060B",629897.511415,4961121.06472
"270",FALSE,NA,TRUE,1989,"","","060C","No",60,"Gardner Lake island",2013,2009,2009,1990,"","interior","BE060C",29810,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-430","","","",NA,NA,NA,NA,NA,NA,"","060C",3752,"Point_1989",12,"Animal Location",1989,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","060C",629707,4960480
"271",FALSE,NA,TRUE,5743,"","","060D","Yes",60,"Gardner Lake island",2013,2013,2013,2011,"","interior","BE060D",29810,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","060D",5333,"Point_5647",12.5,"Animal Location",5743,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","060D",629709.230218,4960465.25397
"272",FALSE,NA,TRUE,1741,"","","061A","No",61,"Round Lake Hills shoreline",2013,1985,2013,1975,"","interior","BE061A",29818,"Washington","C","ME","American beech",61,"8/18/1977","alive - top intact","dominant","","","ABNKC10010-182","","","",NA,NA,NA,NA,NA,NA,"","061A",4407,"Point_1741",12,"Animal Location",1741,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","061A",616606.651484,4973549.14299
"273",FALSE,NA,TRUE,1742,"","","062A","No",62,"Little Lake shoreline",2013,1977,1970,1965,"","coastal","BE062A",29460,"Washington","C","ME","eastern white pine",84.2,"7/28/1978","alive - top intact","dominant","","","ABNKC10010-183","25 (1972 - 1973); 55 (1974 - 1976)","WA-8A (< 1971)","",NA,NA,NA,NA,NA,NA,"","062A",3754,"Point_1742",12,"Animal Location",1742,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","062A",642805,4962150
"274",FALSE,NA,TRUE,1743,"","","062B","No",62,"East Stream shoreline",2013,1978,1978,1976,"","coastal","BE062B",29811,"Washington","C","ME","eastern white pine",57.2,"8/9/1977","alive - top intact","dominant","","","ABNKC10010-184","","","",NA,NA,NA,NA,NA,NA,"","062B",3756,"Point_1743",12,"Animal Location",1743,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","062B",645609,4962370
"275",FALSE,NA,TRUE,1744,"","","062C","Yes",62,"Whiting Bay upland",2013,2013,2013,1979,"","coastal","BE062C",29460,"Washington","C","ME","eastern white pine",85.3,"6/18/1980","alive - top intact","supercanopy","","","ABNKC10010-185","","","",NA,NA,NA,NA,NA,NA,"","062C",3755,"Point_1744",12,"Animal Location",1744,1975,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","062C",644360.066543,4962920.95972
"276",FALSE,NA,TRUE,1745,"","","062D","No",62,"Little Lake shoreline",2013,1964,1964,1963,"","coastal","BE062D",29460,"Washington","C","ME","eastern white pine",NA,"","","","","","ABNKC10010-186","","WA-8 (< 1971)","",NA,NA,NA,NA,NA,NA,"","062D",3753,"Point_1745",12,"Animal Location",1745,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","062D",642673,4962040
"277",FALSE,NA,TRUE,1746,"","","063A","No",63,"Crane Mill Brook upland",2013,1984,1982,1977,"","coastal","BE063A",29804,"Washington","C","ME","eastern white pine",61.7,"10/22/1979","alive - top intact","dominant","Nest tree leader is dead above nest level.","","ABNKC10010-187","","","",NA,NA,NA,NA,NA,NA,"","063A",3759,"Point_1746",12,"Animal Location",1746,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","063A",645568,4965780
"278",FALSE,NA,TRUE,1747,"","","063B","No",63,"Burnt Cove shoreline",2013,2005,1996,1984,"","coastal","BE063B",29804,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","Nest tree leader is dead above nest level.","","ABNKC10010-188","","","",NA,NA,NA,NA,NA,NA,"","063B",3760,"Point_1747",12,"Animal Location",1747,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","063B",645829.656472,4965883.00316
"279",FALSE,NA,TRUE,1748,"","","063C","No",63,"Burnt Cove shoreline",2013,2011,2009,1986,"","coastal","BE063C",29804,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-189","","","",NA,NA,NA,NA,NA,NA,"","063C",3761,"Point_1748",12,"Animal Location",1748,3976,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","063C",646108,4966220
"280",FALSE,NA,TRUE,5127,"","","063E","Yes",63,"Burnt Cove islet",2013,2013,2013,2010,"","coastal","BE063E",29804,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","063E",4659,"Point_4972",5,"Animal Location",5127,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","063E",646029.895656,4966314.23683
"281",FALSE,NA,TRUE,1749,"yes","USFWS:  Mooshehorn NWR","064A","Yes",64,"Birch Islands",2013,2013,2013,1964,"","coastal","BE064A",29804,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-190","70 (1972 - 1973); 56 (1974 - 1976)","WA-15 (< 1971)","",NA,NA,NA,NA,NA,NA,"","064A",3770,"Point_1749",12,"Animal Location",1749,3974,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","064A",646093,4970300
"282",FALSE,NA,TRUE,1750,"","","064B","No",64,"Hallowell Island",2013,1979,NA,1972,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE064B",29804,"Washington","C","ME","eastern white pine",88.6,"7/27/1977","alive - top intact","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.","","ABNKC10010-191","70A (1972 - 1973); 57 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","064B",3772,"Point_1750",12,"Animal Location",1750,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","064B",645534,4971050
"283",FALSE,NA,TRUE,2122,"","","064C","No",64,"Birch Islands",2013,2004,2004,1994,"","coastal","BE064C",29804,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-563","","","",NA,NA,NA,NA,NA,NA,"","064C",3771,"Point_2122",12,"Animal Location",2122,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","064C",646175,4970220
"284",FALSE,NA,TRUE,1751,"","","065A","No",65,"Wilbur Neck",2013,1983,1973,1965,"","coastal","BE065A",29350,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-192","24 (1972 - 1973); 58-1 (1974 - 1976)","WA-18 (< 1971)","",NA,NA,NA,NA,NA,NA,"","065A",3735,"Point_1751",12,"Animal Location",1751,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","065A",645004,4973390
"285",FALSE,NA,TRUE,1752,"","","065B","No",65,"Wilbur Neck",2013,2010,1989,1974,"","coastal","BE065B",29350,"Washington","C","ME","eastern white pine",61.5,"7/13/1977","alive - top broken","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.","","ABNKC10010-193","58-2 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","065B",3738,"Point_1752",12,"Animal Location",1752,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","065B",645685,4972780
"286",FALSE,NA,TRUE,1753,"","","065C","No",65,"Wilbur Neck",2013,1998,1996,1976,"","coastal","BE065C",29350,"Washington","C","ME","eastern white pine",53.3,"7/13/1977","alive - top intact","dominant","","","ABNKC10010-194","58-3 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","065C",3737,"Point_1753",12,"Animal Location",1753,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","065C",645645.15501,4972878.35073
"287",FALSE,NA,TRUE,2215,"","","065D","Yes",65,"Wilbur Neck",2013,2013,2013,1997,"","coastal","BE065D",29350,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-656","","","",NA,NA,NA,NA,NA,NA,"","065D",3736,"Point_2215",12,"Animal Location",2215,7194,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","065D",645299,4973360
"288",FALSE,NA,TRUE,1754,"","","066A","No",66,"Reynolds Point vicinity upland",2013,1978,NA,1975,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE066A",29804,"Washington","C","ME","eastern white pine",89.3,"8/15/1980","alive - top intact","supercanopy","","","ABNKC10010-195","58A (1975 - 1976)","","",NA,NA,NA,NA,NA,NA,"","066A",3728,"Point_1754",12,"Animal Location",1754,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","066A",641840,4973320
"289",FALSE,NA,TRUE,1756,"","","066C","No",66,"Reynolds Point vicinity upland",2013,1983,1982,1979,"","coastal","BE066C",29804,"Washington","C","ME","eastern white pine",84.2,"8/15/1980","alive - top broken","supercanopy","","","ABNKC10010-197","","","",NA,NA,NA,NA,NA,NA,"","066C",3727,"Point_1756",12,"Animal Location",1756,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","066C",641564,4973430
"290",FALSE,NA,TRUE,1757,"","","066E","No",66,"Mount Dorcas shoreline",2013,1963,1963,1963,"","coastal","BE066E",29804,"Washington","C","ME","eastern white pine",NA,"","","","","","ABNKC10010-198","","WA-9 (< 1971)","",NA,NA,NA,NA,NA,NA,"","066E",3729,"Point_1757",12,"Animal Location",1757,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","066E",642868.317391,4974041.43711
"291",FALSE,NA,TRUE,1758,"","","066F","Yes",66,"Clark Point vicinity",2013,2013,2013,1983,"","coastal","BE066F",29190,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-199","","","",NA,NA,NA,NA,NA,NA,"","066F",3741,"Point_1758",12,"Animal Location",1758,5989,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","066F",640793,4974460
"292",FALSE,NA,TRUE,2066,"","","066G","No",66,"Hinkley Point",2013,1997,1995,1993,"","coastal","BE066G",29190,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-507","","","",NA,NA,NA,NA,NA,NA,"","066G",3726,"Point_2066",12,"Animal Location",2066,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","066G",641679,4974700
"293",FALSE,NA,TRUE,2144,"","","067D","No",67,"Coggins Head",2013,2004,1995,1977,"","coastal","BE067D",29350,"Washington","C","ME","eastern white pine",63.5,"8/9/1977","alive - top intact","dominant","","","ABNKC10010-202","","","",NA,NA,NA,NA,NA,NA,"","067D",3718,"Point_2144",12,"Animal Location",2144,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","067D",646754,4976910
"294",FALSE,NA,TRUE,1990,"","","067F","No",67,"Hersey Point",2013,1992,1991,1990,"","coastal","BE067F",29350,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","supercanopy","","","ABNKC10010-431","","","",NA,NA,NA,NA,NA,NA,"","067F",3715,"Point_1990",12,"Animal Location",1990,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","067F",646000,4977270
"295",FALSE,NA,TRUE,2067,"","","067G","No",67,"Coggins Head",2013,1995,1994,1993,"","coastal","BE067G",29350,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-508","","","",NA,NA,NA,NA,NA,NA,"","067G",3719,"Point_2067",12,"Animal Location",2067,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","067G",646959,4976620
"296",FALSE,NA,TRUE,1761,"","","067H","No",67,"Coggins Head",2013,2004,1998,1996,"","coastal","BE067H",29350,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-585","","","",NA,NA,NA,NA,NA,NA,"","067H",3717,"Point_1761",12,"Animal Location",1761,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","067H",646697,4976950
"297",FALSE,NA,TRUE,4581,"","","067I","Yes",67,"Coggins Head",2013,2013,2013,2005,"","coastal","BE067I",29350,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","067I",3720,"Point_4346",7.5,"Animal Location",4581,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","067I",646722.878,4976759.292
"298",FALSE,NA,TRUE,1763,"","","068A","Yes",68,"Falls Island",2013,2013,2005,1977,"","coastal","BE068A",29811,"Washington","C","ME","eastern white pine",73.9,"7/27/1978","alive - top intact","dominant","","","ABNKC10010-204","","","",NA,NA,NA,NA,NA,NA,"","068A",3774,"Point_1763",12,"Animal Location",1763,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","068A",648614,4971550
"299",FALSE,NA,TRUE,1962,"","","068B","No",68,"Falls Island",2013,2003,2003,1989,"","coastal","BE068B",29811,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.","","ABNKC10010-403","","","",NA,NA,NA,NA,NA,NA,"","068B",3773,"Point_1962",12,"Animal Location",1962,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","068B",648653,4971820
"300",FALSE,NA,TRUE,4645,"","","068C","Yes",68,"Mink Island",2013,2013,2013,2006,"","coastal","BE068C",29260,"Washington","C","ME","red spruce",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","068C",3776,"Point_4362",4,"Animal Location",4645,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","068C",649018.014474,4971958.12676
"301",FALSE,NA,TRUE,1759,"","","069A","No",69,"Rogers Point",2013,1983,NA,1975,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE069A",29350,"Washington","C","ME","eastern white pine",73.8,"8/14/1980","alive - top intact","dominant","","","ABNKC10010-200","58B-1 (1975 - 1976)","","",NA,NA,NA,NA,NA,NA,"","069A",3708,"Point_1759",12,"Animal Location",1759,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","069A",648867,4977210
"302",FALSE,NA,TRUE,1760,"","","069B","No",69,"Hersey Neck upland - Red Cove vicinity",2013,1986,NA,1976,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE069B",29350,"Washington","C","ME","eastern white pine",84.2,"8/14/1980","alive - top broken","supercanopy","","","ABNKC10010-201","58C (1976)","","",NA,NA,NA,NA,NA,NA,"","069B",3710,"Point_1760",12,"Animal Location",1760,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","069B",648587.819442,4976673.59776
"303",FALSE,NA,TRUE,1638,"","","069C","No",69,"Hersey Neck shoreline",2013,1975,1966,1966,"","coastal","BE069C",29350,"Washington","C","ME","eastern white pine",NA,"","","","","","ABNKC10010-079","58B-2 (1975 - 1976)","WA-21 (< 1971)","",NA,NA,NA,NA,NA,NA,"","069C",3706,"Point_1638",12,"Animal Location",1638,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","069C",647907.057599,4977582.67091
"304",FALSE,NA,TRUE,2120,"","","069D","No",69,"Hersey Neck shoreline",2013,2005,2000,1994,"","coastal","BE069D",29350,"Washington","C","ME","eastern white pine",NA,"","","","","","ABNKC10010-561","","","",NA,NA,NA,NA,NA,NA,"","069D",3707,"Point_2120",12,"Animal Location",2120,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","069D",648148.180483,4977579.37754
"305",FALSE,NA,TRUE,4580,"","","069E","Yes",69,"Sipp Bay shoreline",2013,2013,2013,2001,"","coastal","BE069E",29360,"Washington","C","ME","eastern white pine",NA,"","","","","","","","","",NA,NA,NA,NA,NA,NA,"","069E",3711,"Point_4342",12,"Animal Location",4580,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","069E",648337.668783,4978183.41567
"306",FALSE,NA,TRUE,1764,"","","070A","Yes",70,"Hog Island",2013,2013,2001,1977,"","coastal","BE070A",29260,"Washington","C","ME","eastern white pine",69.8,"8/13/1979","alive - top intact","dominant","","","ABNKC10010-205","","","",NA,NA,NA,NA,NA,NA,"","070A",3779,"Point_1764",12,"Animal Location",1764,3880,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","070A",653480,4969940
"307",FALSE,NA,TRUE,2221,"","","070B","No",70,"Horan Head",2013,2000,1997,1997,"","coastal","BE070B",29260,"Washington","C","ME","eastern white pine",NA,"","","","","","ABNKC10010-662","","","",NA,NA,NA,NA,NA,NA,"","070B",3780,"Point_2221",12,"Animal Location",2221,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","070B",653229,4969700
"308",FALSE,NA,TRUE,2245,"","","070C","No",70,"Horan Head",2013,1999,NA,1998,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE070C",29260,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-686","","","",NA,NA,NA,NA,NA,NA,"","070C",3781,"Point_2245",12,"Animal Location",2245,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","070C",653210,4969670
