"","dates.QC","Field1","Plot.QA.QC","ObsID","SignProtection.","Landowner","PK_NestSite","IntactDuringLastYearObs.","FK_NestArea","NestSiteName","YearLastMonitored","YearLastNestIntact","YearLastEagleOccupancy","YearFirstMonitored","HistoryComments","LandscapeHabitat","EH","FK_Geocode","County","IFWRegion","State.Province","Species","DBH","DateSiteEvaluation","TreeCondition","NestTreeStandProminence","NestTreeComments","Former.MDIFW.nest..","EO.Code....","Former.USFWS.nest..","Former.NAS.nest..","Comments.nest...change","Former.USFWS.nest..1","Former.NAS.nest..1","Comments.nest...change1","Former.USFWS.nest..11","Former.NAS.nest..11","Comments.nest...change11","Edits.","nest_id","OBJECTID","PointID","Accuracy","Type","ObsID_1","EO_ID","Year","Month","Day","TimeStart","TimeEnd","UseID","ExtDB","ExtDBID","ExtJoinFie","ExtJoinVal","POINT_X","POINT_Y"
"975",FALSE,NA,TRUE,2294,"","","279B","No",279,"",2013,1999,1999,1999,"","interior","BE279B",21887,"Piscataquis","G","ME","eastern white pine",NA,"","alive - top broken","","","","ABNKC10010-735","","","",NA,NA,NA,NA,NA,NA,"","279B",3303,"Point_2294",12,"Animal Location",2294,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","279B",486400.407699,5156598.23463
"976",FALSE,NA,TRUE,4060,"","","279C","Yes",279,"",2013,2013,2009,2003,"","interior","BE279C",3838,"Aroostook","G","ME","eastern white pine",106,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","279C",3306,"Point_4189",12,"Animal Location",4060,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","279C",487782.529327,5158433.6207
"977",FALSE,NA,TRUE,2257,"","","280A","Yes",280,"",2013,2013,2013,1998,"","interior","BE280A",21000,"Piscataquis","E","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-698","","","",NA,NA,NA,NA,NA,NA,"","280A",3187,"Point_2257",12,"Animal Location",2257,1320,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","280A",440603.489443,5059186.69077
"978",FALSE,NA,TRUE,2101,"","","281A","Yes",281,"""Old"" Flagstaff Lake islands",2013,2013,2013,1994,"","interior","BE281A",25823,"Somerset","D","ME","eastern white pine",NA,"","alive - top intact","","","156C","ABNKC10010-542","","","",NA,NA,NA,NA,NA,NA,"","281A",3073,"Point_2101",12,"Animal Location",2101,5105,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","281A",391353,5011110
"979",FALSE,NA,TRUE,2267,"","","282A","Yes",282,"",2014,2014,2014,1998,"","interior","BE282A",17260,"Oxford","D","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-708","","","",NA,NA,NA,NA,NA,NA,"","282A",3335,"Point_2267",12,"Animal Location",2267,1318,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","282A",367667.037625,4946616.59259
"980",FALSE,NA,TRUE,2262,"","","283A","No",283,"",2013,2003,2003,1998,"","interior","BE283A",29817,"Washington","F","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-703","","","",NA,NA,NA,NA,NA,NA,"","283A",4099,"Point_2262",12,"Animal Location",2262,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","283A",615205.020391,5048917.96845
"981",FALSE,NA,TRUE,4813,"","","283B","Yes",283,"",2013,2013,2013,2004,"","interior","BE283B",29817,"Washington","F","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","283B",4100,"Point_4556",10,"Animal Location",4813,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","283B",615181.894845,5048950.09306
"982",FALSE,NA,TRUE,2261,"","","284A","No",284,"",2013,2001,2008,1998,"","interior","BE284A",19836,"Penobscot","G","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-702","","","",NA,NA,NA,NA,NA,NA,"","284A",3257,"Point_2261",12,"Animal Location",2261,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","284A",532662,5134760
"983",FALSE,NA,TRUE,2271,"","","285A","Yes",285,"",2013,2013,2000,1998,"","interior","BE285A",21833,"Piscataquis","F","ME","eastern white pine",NA,"","alive - top broken","","","","ABNKC10010-712","","","",NA,NA,NA,NA,NA,NA,"","285A",3172,"Point_2271",12,"Animal Location",2271,5826,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","285A",509529,5062030
"984",FALSE,NA,TRUE,4004,"","","285B","No",285,"",2013,2010,2009,2001,"","interior","BE285B",21833,"Piscataquis","F","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","285B",3171,"Point_4133",12,"Animal Location",4004,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","285B",509337,5061660
"985",TRUE,NA,TRUE,8139,"","","285C","Yes",285,"",2013,2013,NA,2013,"","interior","BE285C",21833,"Piscataquis","F","ME","eastern white pine",NA,"","alive - top broken","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","285C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986",FALSE,NA,TRUE,2269,"","","286A","Yes",286,"Leland Point",2013,2013,2013,1998,"","coastal","BE286A",9030,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-710","","","",NA,NA,NA,NA,NA,NA,"","286A",3399,"Point_2269",12,"Animal Location",2269,6440,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","286A",555710.347586,4920714.29029
"987",FALSE,NA,TRUE,2283,"","","287A","No",287,"Coswell Road shoreline",2014,2004,2004,1999,"","interior","BE287A",11200,"Kennebec","B","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-724","","","",NA,NA,NA,NA,NA,NA,"","287A",3030,"Point_2283",12,"Animal Location",2283,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","287A",432605,4940670
"988",FALSE,NA,TRUE,3923,"","","287B","Yes",287,"Little North Pond peninsula",2014,2014,2014,2005,"","interior","BE287B",11200,"Kennebec","B","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","287B",3029,"Point_4053",7,"Animal Location",3923,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","287B",432686.233,4940306.957
"989",FALSE,NA,TRUE,3924,"","","287C","No",287,"Coswell Road upland",2014,2006,2006,2006,"","interior","BE287C",11200,"Kennebec","B","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","287C",3028,"Point_4052",10,"Animal Location",3924,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","287C",432226.864,4940971.291
"990",FALSE,NA,TRUE,2298,"","","288A","No",288,"",2013,2007,2007,1999,"","coastal","BE288A",29240,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-739","","","",NA,NA,NA,NA,NA,NA,"","288A",3563,"Point_2298",12,"Animal Location",2298,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","288A",612686.747118,4943375.10492
"991",FALSE,NA,TRUE,4525,"","","288B","Yes",288,"",2013,2013,2011,2008,"","coastal","BE288B",29240,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","288B",3562,"Point_4295",8.5,"Animal Location",4525,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","288B",612873.772038,4943363.22985
"992",TRUE,NA,TRUE,8140,"","","288C","Yes",288,"",2013,2013,2013,2013,"","coastal","BE288C",29240,"Washington","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","288C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993",FALSE,NA,TRUE,2198,"","","289A","No",289,"",2013,2007,2003,2005,"","interior","BE289A",19440,"Penobscot","F","ME","eastern white pine",NA,"","alive - top intact","","","236B (1995), 214C (1996-1999)","ABNKC10010-621","","","",NA,NA,NA,NA,NA,NA,"","289A",3156,"Point_2180",12,"Animal Location",2180,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","289A",528252.022113,5055172.09547
"994",FALSE,NA,TRUE,1840,"","","289B","No",289,"",2013,1963,1963,1962,"","interior","BE289B",19814,"Penobscot","F","ME","northern red oak",76.2,"7/9/1980","alive - top intact","dominant","","098B","ABNKC10010-281","","PE-2 (< 1971)","",NA,NA,NA,NA,NA,NA,"","289B",3151,"Point_1840",12,"Animal Location",1840,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","289B",527318.973153,5053600.15545
"995",FALSE,NA,TRUE,3997,"","","289C","Yes",289,"",2013,2013,2013,2004,"","interior","BE289C",19440,"Penobscot","F","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","289C",3155,"Point_4126",12,"Animal Location",3997,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","289C",528210.629551,5054802.97609
"996",FALSE,NA,TRUE,2276,"","","290A","No",290,"Weasel Point",2013,2005,2005,1999,"","coastal","BE290A",23060,"Sagadahoc","A","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-717","","","",NA,NA,NA,NA,NA,NA,"","290A",2746,"Point_2276",12,"Animal Location",2276,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","290A",435495.242368,4850646.24919
"997",FALSE,NA,TRUE,3859,"","","290B","No",290,"Weasel Point",2013,2011,2011,2006,"","coastal","BE290B",23060,"Sagadahoc","A","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","290B",2747,"Point_3835",10,"Animal Location",3859,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","290B",435523.367,4850932.31
"998",TRUE,NA,TRUE,8141,"","","290C","Yes",290,"Weasel Point area",2013,2013,2013,2013,"","coastal","BE290C",23060,"Sagadahoc","A","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","290C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999",FALSE,NA,TRUE,2287,"","","291A","Yes",291,"",2013,2013,2013,1999,"","interior","BE291A",25310,"Somerset","D","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-728","","","",NA,NA,NA,NA,NA,NA,"","291A",3045,"Point_2287",12,"Animal Location",2287,6189,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","291A",429562,4957600
"1000",FALSE,NA,TRUE,2284,"","","292A","No",292,"Outer Heron Island",2013,1999,1999,1999,"","coastal","BE292A",15020,"Lincoln","B","ME","red spruce",NA,"","dead - top broken","","","","ABNKC10010-725","","","",NA,NA,NA,NA,NA,NA,"","292A",2774,"Point_2284",12,"Animal Location",2284,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","292A",453004.12304,4847188.25435
"1001",FALSE,NA,TRUE,2313,"","","292B","No",292,"Outer Heron Island",2013,2007,2007,2000,"","coastal","BE292B",15020,"Lincoln","B","ME","red spruce",NA,"","alive - top broken","","","","ABNKC10010-754","","","",NA,NA,NA,NA,NA,NA,"","292B",2775,"Point_2313",12,"Animal Location",2313,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","292B",452902.722985,4847192.22512
"1002",FALSE,NA,TRUE,3863,"","","292C","Yes",292,"Outer Heron Island",2013,2013,2013,2009,"","coastal","BE292C",15020,"Lincoln","B","ME","red spruce",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","292C",2776,"Point_3862",4,"Animal Location",3863,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","292C",452885.334513,4847079.83703
"1003",FALSE,NA,TRUE,5309,"","","292D","No",292,"Outer Heron Island",2013,2010,2010,2010,"","coastal","BE292D",15020,"Lincoln","B","ME","red spruce",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","292D",5015,"Point_5329",10,"Animal Location",5309,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","292D",452748.738759,4846806.74126
"1004",FALSE,NA,TRUE,1611,"","","293A","No",293,"",2013,1975,NA,1972,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE293A",9260,"Hancock","C","ME","eastern white pine",107.2,"6/20/1977","alive - top intact","dominant","","021A (1977 - 1998)","ABNKC10010-052","56 (1972 - 1973); 25 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","293A",4255,"Point_1611",12,"Animal Location",1611,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","293A",526575,4913220
"1005",FALSE,NA,TRUE,4893,"","","293B","Yes",293,"",2013,2013,2013,1999,"","coastal","BE293B",9260,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-737","","","",NA,NA,NA,NA,NA,NA,"","293B",4256,"Point_4649",12.5,"Animal Location",4893,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","293B",525725.931812,4912501.21501
"1006",FALSE,NA,TRUE,2285,"","","294A","Yes",294,"",2013,2013,2006,1999,"","coastal","BE294A",13160,"Knox","B","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-726","","","",NA,NA,NA,NA,NA,NA,"","294A",3955,"Point_2285",12,"Animal Location",2285,4461,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","294A",510879.128829,4884396.93517
"1007",FALSE,NA,TRUE,4725,"","","294B","Yes",294,"Spectacle Island",2013,2013,2013,2007,"","coastal","BE294B",13160,"Knox","B","ME","red spruce",NA,"","","","","","","","","",NA,NA,NA,NA,NA,NA,"","294B",3956,"Point_4467",8.5,"Animal Location",4725,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","294B",512025.605968,4883245.16146
"1008",FALSE,NA,TRUE,2286,"","","295A","No",295,"Ram Island",2013,2000,2000,1999,"","coastal","BE295A",13040,"Knox","B","ME","red spruce",NA,"","","","","","ABNKC10010-727","","","",NA,NA,NA,NA,NA,NA,"","295A",4084,"Point_2286",12,"Animal Location",2286,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","295A",471552.517079,4868010.32528
"1009",FALSE,NA,TRUE,4803,"","","295B","No",295,"Sand Island",2013,2010,2010,2001,"","coastal","BE295B",13040,"Knox","B","ME","red spruce",NA,"","","","","","","","","",NA,NA,NA,NA,NA,NA,"","295B",4085,"Point_4546",12.5,"Animal Location",4803,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","295B",471783.850637,4868323.60744
"1010",TRUE,NA,TRUE,8142,"","","295C","Yes",295,"Ram Island",2013,2013,2013,2013,"","coastal","BE295C",13040,"Knox","B","ME","red spruce",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","295C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011",FALSE,NA,TRUE,2292,"","","296A","No",296,"",2013,2012,2012,1999,"","interior","BE296A",9815,"Hancock","F","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-733","","","",NA,NA,NA,NA,NA,NA,"","296A",4210,"Point_2292",12,"Animal Location",2292,1053,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","296A",573715.113426,4994833.96244
"1012",FALSE,NA,TRUE,2303,"","","297A","No",297,"Turtle Island",2013,1999,NA,1999,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE297A",9370,"Hancock","C","ME","red spruce",NA,"","","","","","ABNKC10010-744","","","",NA,NA,NA,NA,NA,NA,"","297A",3423,"Point_2303",12,"Animal Location",2303,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","297A",571871,4912030
"1013",FALSE,NA,TRUE,2318,"","","297B","No",297,"Turtle Island",2013,2010,2004,2000,"","coastal","BE297B",9370,"Hancock","C","ME","red spruce",NA,"","","","","","ABNKC10010-759","","","",NA,NA,NA,NA,NA,NA,"","297B",3424,"Point_2318",12,"Animal Location",2318,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","297B",572085,4911900
"1014",FALSE,NA,TRUE,4110,"","","297C","Yes",297,"Turtle Island",2013,2013,2013,2005,"","coastal","BE297C",9370,"Hancock","C","ME","red spruce",NA,"","","","","","","","","",NA,NA,NA,NA,NA,NA,"","297C",3425,"Point_4240",7.5,"Animal Location",4110,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","297C",571927.076,4911705.688
"1015",FALSE,NA,TRUE,2314,"","","298A","No",298,"Yellow Head",2013,2000,2000,2000,"","coastal","BE298A",29280,"Washington","C","ME","red spruce",NA,"","","","","","ABNKC10010-755","","","",NA,NA,NA,NA,NA,NA,"","298A",4193,"Point_2314",12,"Animal Location",2314,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","298A",630419.415767,4944442.76396
"1016",FALSE,NA,TRUE,4661,"","","298B","No",298,"Bar Island",2013,2002,2001,2001,"","coastal","BE298B",29280,"Washington","C","ME","red spruce",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","298B",4192,"Point_4622",12.5,"Animal Location",4661,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","298B",629704,4944720
"1017",FALSE,NA,TRUE,4660,"","","298C","Yes",298,"Bare Island",2013,2013,2013,2003,"","coastal","BE298C",29280,"Washington","C","ME","red spruce",NA,"","","","","","","","","",NA,NA,NA,NA,NA,NA,"","298C",4191,"Point_4621",12.5,"Animal Location",4660,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","298C",630234.198286,4945667.55724
"1018",FALSE,NA,TRUE,2323,"","","299A","Yes",299,"",2013,2013,2013,2000,"","interior","BE299A",3816,"Aroostook","F","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-764","","","",NA,NA,NA,NA,NA,NA,"","299A",3173,"Point_2323",12,"Animal Location",2323,5138,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","299A",553518.342317,5058653.3872
"1019",FALSE,NA,TRUE,4102,"","","300A","No",300,"Big Heath vicinity",2013,2007,2004,2000,"","coastal","BE300A",9340,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-771","","","",NA,NA,NA,NA,NA,NA,"","300A",3395,"Point_4231",12,"Animal Location",4102,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","300A",547754,4925720
"1020",TRUE,NA,FALSE,8143,"","","300B","Yes",300,"Weymouth Point vicinity",2013,2013,2013,2013,"","coastal","BE300B",9310,"Hancock","C","ME","eastern white pine",NA,"","dead - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","300B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021",FALSE,NA,TRUE,2328,"","","301A","No",301,"",2013,2006,2001,2000,"","interior","BE301A",25860,"Somerset","D","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-769","","","",NA,NA,NA,NA,NA,NA,"","301A",3080,"Point_2328",12,"Animal Location",2328,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","301A",422378.084738,5004675.25428
"1022",FALSE,NA,TRUE,3956,"","","301B","No",301,"Henhawk Island",2013,2010,2010,2004,"","interior","BE301B",25860,"Somerset","D","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","301B",3081,"Point_4085",10,"Animal Location",3956,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","301B",422476.757363,5003878.91887
"1023",FALSE,NA,TRUE,5768,"","","301C","Yes",301,"Henhawk Island",2013,2013,2013,2011,"","interior","BE301C",25860,"Somerset","D","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","301C",5336,"Point_5650",12.5,"Animal Location",5768,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","301C",422456.081345,5003957.50634
"1024",FALSE,NA,TRUE,2329,"","","302A","Yes",302,"",2013,2013,2013,2000,"","interior","BE302A",25819,"Somerset","D","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-770","","","",NA,NA,NA,NA,NA,NA,"","302A",3079,"Point_2329",12,"Animal Location",2329,4749,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","302A",396893.943652,5004160.28353
"1025",FALSE,NA,TRUE,2333,"","","303A","No",303,"Outer Porcupine Island",2014,2007,2006,2000,"","coastal","BE303A",9110,"Hancock","C","ME","red spruce",NA,"","alive - top intact","","","","ABNKC10010-774","","","",NA,NA,NA,NA,NA,NA,"","303A",3920,"Point_2333",12,"Animal Location",2333,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","303A",518274.873582,4894099.12272
"1026",FALSE,NA,TRUE,4700,"","","303B","No",303,"Inner Porcupine Island",2013,2011,2008,2007,"","coastal","BE303B",9110,"Hancock","C","ME","red spruce",NA,"","dead - top broken","","","","","","","",NA,NA,NA,NA,NA,NA,"","303B",3922,"Point_4451",7,"Animal Location",4700,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","303B",518149.654,4894388.23967
"1027",FALSE,NA,TRUE,4701,"","","303C","Yes",303,"Outer Porcupine Island",2014,2014,2014,2009,"","coastal","BE303C",9110,"Hancock","C","ME","red spruce",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","303C",3921,"Point_4450",4,"Animal Location",4701,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","303C",518306.333,4894181.516
"1028",FALSE,NA,TRUE,1833,"","","304A","No",304,"Tarbox Island",2013,1982,1982,1975,"","interior","BE304A",19190,"Penobscot","F","ME","eastern white pine",102.6,"7/5/1977","dead - top intact","supercanopy","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.","095A","ABNKC10010-274","78A (1975 - 1976)","","",NA,NA,NA,NA,NA,NA,"","304A",3102,"Point_1833",12,"Animal Location",1833,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","304A",529604,5004450
"1029",FALSE,NA,TRUE,2325,"","","304B","No",304,"",2013,2008,2006,2000,"","interior","BE304B",19190,"Penobscot","F","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-766","","","",NA,NA,NA,NA,NA,NA,"","304B",3100,"Point_2325",12,"Animal Location",2325,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","304B",529250.344384,5005334.00153
"1030",FALSE,NA,TRUE,3970,"","","304C","No",304,"Thorofare Island",2013,2005,2003,2003,"","interior","BE304C",19190,"Penobscot","F","ME","northern red oak",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","304C",3101,"Point_4098",12,"Animal Location",3970,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","304C",529635.138474,5004894.04436
"1031",FALSE,NA,TRUE,3971,"","","304D","Yes",304,"Tarbox Island",2013,2013,2013,2007,"","interior","BE304D",19190,"Penobscot","F","ME","northern red oak",NA,"","","","","","","","","",NA,NA,NA,NA,NA,NA,"","304D",3103,"Point_4099",7,"Animal Location",3971,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","304D",529629.101017,5004357.87199
"1032",FALSE,NA,TRUE,2338,"","","305A","Yes",305,"",2014,2014,2014,2000,"","interior","BE305A",19180,"Penobscot","C","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-779","","","",NA,NA,NA,NA,NA,NA,"","305A",4236,"Point_2338",12,"Animal Location",2338,7149,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","305A",533399,4962870
"1033",FALSE,NA,TRUE,2343,"","","306A","No",306,"Crane Island",2013,2009,2004,2000,"","interior","BE306A",13020,"Knox","B","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-784","","","",NA,NA,NA,NA,NA,NA,"","306A",4302,"Point_2343",12,"Animal Location",2343,1021,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","306A",491550.565462,4900088.87522
"1034",FALSE,NA,TRUE,4932,"","","306B","Yes",306,"Fernalds Neck shoreline",2013,2013,2013,2005,"","interior","BE306B",27110,"Waldo","B","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","306B",4301,"Point_4688",7,"Animal Location",4932,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","306B",491083.963815,4900927.63509
"1035",FALSE,NA,TRUE,4962,"","","307A","No",307,"Roderick Head",2013,2003,2003,2000,"","coastal","BE307A",9320,"Hancock","C","ME","red spruce",NA,"","","","","","ABNKC10010-781","","","",NA,NA,NA,NA,NA,NA,"","307A",4352,"Point_4725",12.5,"Animal Location",4962,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","307A",544920,4891000
"1036",FALSE,NA,TRUE,4961,"","","307B","No",307,"Roderick Head",2013,2006,2005,2004,"","coastal","BE307B",9320,"Hancock","C","ME","red spruce",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","307B",4351,"Point_4724",10,"Animal Location",4961,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","307B",544674.791,4890872.003
"1037",FALSE,NA,TRUE,2340,"","","307C","Yes",307,"Roderick Head",2013,2013,2013,2006,"","coastal","BE307C",9320,"Hancock","C","ME","red spruce",NA,"","","","","","","","","",NA,NA,NA,NA,NA,NA,"","307C",4353,"Point_2340",12,"Animal Location",2340,2273,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","307C",544757.557,4890949.439
"1038",FALSE,NA,TRUE,2341,"","","308A","Yes",308,"Webber Pond shoreline - Redman Road vicinity",2013,2013,2010,2000,"","interior","BE308A",11220,"Kennebec","B","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-782","","","",NA,NA,NA,NA,NA,NA,"","308A",3010,"Point_2341",12,"Animal Location",2341,6074,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","308A",449056,4918060
"1039",FALSE,NA,TRUE,5862,"","","308B","No",308,"Webber Pond shoreline - Redman Road vicinity",2013,2011,2011,2011,"","interior","BE308B",11220,"Kennebec","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","308B",5380,"Point_5695",12.5,"Animal Location",5862,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","308B",449075.95408,4918021.32672
"1040",FALSE,NA,FALSE,7428,"","","308C","Yes",308,"Webber Pond shoreline - 56 Birch Point Road",2013,2013,2013,2012,"","interior","BE308C",11220,"Kennebec","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","308C",5623,"Point_5937",12.5,"Animal Location",7428,-1,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","308C",448360.297787,4917316.8312
